UTC time,nat_gas,hydro
2023-06-12 00:00:00,169.0,98.0
2023-06-12 01:00:00,164.0,98.0
2023-06-12 02:00:00,176.0,98.0
2023-06-12 03:00:00,212.0,98.0
2023-06-12 04:00:00,221.0,97.0
2023-06-12 05:00:00,223.0,98.0
2023-06-12 06:00:00,218.0,97.0
2023-06-12 07:00:00,194.0,98.0
2023-06-12 08:00:00,193.0,98.0
2023-06-12 09:00:00,182.0,98.0
2023-06-12 10:00:00,185.0,97.0
2023-06-12 11:00:00,186.0,98.0
2023-06-12 12:00:00,187.0,98.0
2023-06-12 13:00:00,206.0,98.0
2023-06-12 14:00:00,222.0,98.0
2023-06-12 15:00:00,206.0,98.0
2023-06-12 16:00:00,205.0,98.0
2023-06-12 17:00:00,220.0,100.0
2023-06-12 18:00:00,202.0,101.0
2023-06-12 19:00:00,233.0,98.0
2023-06-12 20:00:00,182.0,98.0
2023-06-12 21:00:00,181.0,98.0
2023-06-12 22:00:00,171.0,98.0
2023-06-12 23:00:00,171.0,98.0
