datetime,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_hydro_production_forecast
2023-08-05 00:00:00,2.905695852479337,296.2597519993915,281.3221322269233,269.7389456662336,0.0,211.90147,105.7292
2023-08-05 01:00:00,2.905695852479337,296.2597519993915,281.3221322269233,269.7389456662336,0.0,211.74226,103.42946
2023-08-05 02:00:00,2.905695852479337,296.2597519993915,281.3221322269233,269.7389456662336,0.0,214.55446,102.71621
2023-08-05 03:00:00,2.905695852479337,296.2597519993915,281.3221322269233,269.7389456662336,0.0,211.7341,101.98269
2023-08-05 04:00:00,2.8162325937807715,291.24557340770014,281.35662411826803,269.7389456662336,0.0,207.59116,102.04534
2023-08-05 05:00:00,2.8162325937807715,291.24557340770014,281.35662411826803,269.7389456662336,0.0,202.74829,100.88979
2023-08-05 06:00:00,2.8162325937807715,291.24557340770014,281.35662411826803,269.7389456662336,0.0,203.81329,97.50088
2023-08-05 07:00:00,2.4853050355679063,289.5414323730043,280.14733873770183,134.8980996318074,0.0,202.67939,96.09861
2023-08-05 08:00:00,2.4853050355679063,289.5414323730043,280.14733873770183,134.8980996318074,0.0,200.70639,94.68179
2023-08-05 09:00:00,2.4853050355679063,289.5414323730043,280.14733873770183,134.8980996318074,0.0,198.92601,92.10088
2023-08-05 10:00:00,2.4617464526979123,288.241223054124,278.73818081419563,0.0,0.0,192.11785,89.11063
2023-08-05 11:00:00,2.4617464526979123,288.241223054124,278.73818081419563,0.0,0.0,185.96927,87.88346
2023-08-05 12:00:00,2.4617464526979123,288.241223054124,278.73818081419563,0.0,0.0,184.81031,82.31429
2023-08-05 13:00:00,1.7681415844753008,293.2393281196969,279.2319699951732,0.0,0.0,176.91828,79.66493
2023-08-05 14:00:00,1.7681415844753008,293.2393281196969,279.2319699951732,0.0,0.0,165.82784,79.06504
2023-08-05 15:00:00,1.7681415844753008,293.2393281196969,279.2319699951732,0.0,0.0,164.94437,79.42857
2023-08-05 16:00:00,2.863404399264148,302.12993039509496,279.1279374994425,78.08082563172181,0.0,162.87285,78.99242
