UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-07-18 00:00:00,2024-07-17 00:00:00,3.1,4.307250229480252,302.037279461991,286.7950986181368,626.5501570455218,0.5671593883251992,30307.35656,47895.04368,11668.87288,2318.06788,1554.26706,2938.93063,772.08996
2023-07-18 01:00:00,2024-07-17 00:00:00,3.1,3.45047248851154,296.3683881676339,287.03930573630464,57.30610082677777,0.4439196360727931,30293.65899,45473.57497,11677.94858,1989.39516,1530.04659,3242.27869,769.47885
2023-07-18 02:00:00,2024-07-17 00:00:00,3.1,3.45047248851154,296.3683881676339,287.03930573630464,57.30610082677777,0.4439196360727931,29299.83275,42612.31635,11640.15083,1634.01227,1481.92119,3459.21489,782.66352
2023-07-18 03:00:00,2024-07-17 00:00:00,3.1,3.45047248851154,296.3683881676339,287.03930573630464,57.30610082677777,0.4439196360727931,27874.49326,40015.85203,11611.09259,989.37314,1375.76504,3707.34585,781.89717
2023-07-18 04:00:00,2024-07-17 00:00:00,3.1,3.324205949214971,294.63066911188423,287.22396053193336,28.653050905504088,0.6287453625905185,26038.68794,37387.67938,11620.26739,473.35549,1167.84108,4032.82865,771.36324
2023-07-18 05:00:00,2024-07-17 00:00:00,3.1,3.324205949214971,294.63066911188423,287.22396053193336,28.653050905504088,0.6287453625905185,23504.53598,35150.4287,11609.94298,539.71264,986.12737,4289.97576,776.10701
2023-07-18 06:00:00,2024-07-17 00:00:00,3.1,3.324205949214971,294.63066911188423,287.22396053193336,28.653050905504088,0.6287453625905185,21032.61003,33242.5294,11618.65618,642.01246,740.63753,4409.48436,781.07346
2023-07-18 07:00:00,2024-07-17 00:00:00,3.1,3.090062842311004,293.4523338548528,287.3408931223745,0.0,0.1166048467245809,19240.02942,32285.35445,11622.984,644.76246,521.052,4626.98662,784.0479
2023-07-18 08:00:00,2024-07-17 00:00:00,3.1,3.090062842311004,293.4523338548528,287.3408931223745,0.0,0.1166048467245809,17969.66478,31521.44556,11624.35432,762.11857,361.6091,4810.95411,784.74042
2023-07-18 09:00:00,2024-07-17 00:00:00,3.1,3.090062842311004,293.4523338548528,287.3408931223745,0.0,0.1166048467245809,17387.3752,30716.77225,11625.879,651.41139,219.46065,4930.61316,787.94629
2023-07-18 10:00:00,2024-07-17 00:00:00,3.1,2.8666494810935945,293.42017003367897,287.8639925546799,6.915291587192725,0.2771866364003495,17637.70839,29932.70386,11629.17499,629.80106,162.04353,4996.08468,783.93839
2023-07-18 11:00:00,2024-07-17 00:00:00,3.1,2.8666494810935945,293.42017003367897,287.8639925546799,6.915291587192725,0.2771866364003495,18564.95021,30296.49517,11636.23772,395.74381,167.39708,5130.87941,787.13977
2023-07-18 12:00:00,2024-07-17 00:00:00,3.1,2.8666494810935945,293.42017003367897,287.8639925546799,6.915291587192725,0.2771866364003495,19962.38919,31567.12843,11623.82372,245.06205,136.87835,5294.47136,787.01525
2023-07-18 13:00:00,2024-07-17 00:00:00,3.1,3.815152001357746,298.7658345456624,288.41130554565774,322.37997804705026,0.2096935051290689,21545.63276,33783.3073,11590.75251,409.42088,146.37111,5549.82995,787.92189
2023-07-18 14:00:00,2024-07-17 00:00:00,3.1,3.815152001357746,298.7658345456624,288.41130554565774,322.37997804705026,0.2096935051290689,23384.31365,36017.38098,11566.67122,633.03999,234.06065,5618.23194,779.99742
2023-07-18 15:00:00,2024-07-17 00:00:00,3.1,3.815152001357746,298.7658345456624,288.41130554565774,322.37997804705026,0.2096935051290689,24902.69063,37589.1214,11562.87284,897.92638,358.65284,5887.32491,786.44554
2023-07-18 16:00:00,2024-07-17 00:00:00,3.1,4.163764968490119,302.7126386736024,287.4647774779263,525.4166159792233,0.3797044714080281,26018.12977,39769.46772,11569.31083,1163.45957,450.29131,6100.61852,795.30985
2023-07-18 17:00:00,2024-07-17 00:00:00,3.1,4.163764968490119,302.7126386736024,287.4647774779263,525.4166159792233,0.3797044714080281,26893.11351,42075.92293,11573.92606,1454.40045,582.62271,6354.24834,805.22125
2023-07-18 18:00:00,2024-07-17 00:00:00,3.1,4.163764968490119,302.7126386736024,287.4647774779263,525.4166159792233,0.3797044714080281,27461.46517,43863.75341,11580.11324,1706.79414,774.49509,6543.78608,797.1458
2023-07-18 19:00:00,2024-07-17 00:00:00,3.1,4.557844163129622,304.0421334914186,286.7771423229478,759.2735804284777,0.2026793717130199,27926.71915,44933.83818,11595.81866,2017.89926,968.46953,6654.62715,800.45032
2023-07-18 20:00:00,2024-07-17 00:00:00,3.1,4.557844163129622,304.0421334914186,286.7771423229478,759.2735804284777,0.2026793717130199,28384.65759,45576.79009,11608.59591,2236.73299,1165.73513,6840.71609,787.94156
2023-07-18 21:00:00,2024-07-17 00:00:00,3.1,4.557844163129622,304.0421334914186,286.7771423229478,759.2735804284777,0.2026793717130199,29093.78116,46155.9577,11611.8252,2426.09127,1310.25911,6983.95944,780.18785
2023-07-18 22:00:00,2024-07-17 00:00:00,3.1,4.460706532532024,301.62585826426005,287.8584664947771,591.7325761383487,0.5932207873700096,29865.82816,45475.39423,11610.95003,2455.32817,1428.87199,7080.02033,781.92003
2023-07-18 23:00:00,2024-07-17 00:00:00,3.1,4.460706532532024,301.62585826426005,287.8584664947771,591.7325761383487,0.5932207873700096,30349.89779,44630.75881,11615.9815,2377.74665,1452.87178,7204.50726,794.7373
