UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-07-05 00:00:00,2024-07-17 00:00:00,3.1,4.0486563654253205,297.9456348253445,287.6725727857079,525.7521419521028,0.93701356896658,34729.5805,43218.95003,11549.49829,2222.53365,1524.3615,4170.41907,653.08425
2023-07-05 01:00:00,2024-07-17 00:00:00,3.1,3.2036983210056817,293.7939445827952,287.640603122307,53.66041243315877,0.7044199975310399,34829.03651,41248.29146,11558.18786,1890.20236,1501.15123,4292.76234,652.73574
2023-07-05 02:00:00,2024-07-17 00:00:00,3.1,3.2036983210056817,293.7939445827952,287.640603122307,53.66041243315877,0.7044199975310399,33770.60443,38825.45964,11521.72269,1558.60306,1454.71022,4306.12335,665.16068
2023-07-05 03:00:00,2024-07-17 00:00:00,3.1,3.2036983210056817,293.7939445827952,287.640603122307,53.66041243315877,0.7044199975310399,32201.92432,36393.01629,11493.89906,948.45786,1351.88589,4280.36369,665.98049
2023-07-05 04:00:00,2024-07-17 00:00:00,3.1,3.062211452582144,292.1127126883233,287.3633763184089,26.830722809426867,1.1630351450272272,30166.1061,33865.71089,11503.17754,469.34152,1148.91474,4241.19676,657.35866
2023-07-05 05:00:00,2024-07-17 00:00:00,3.1,3.062211452582144,292.1127126883233,287.3633763184089,26.830722809426867,1.1630351450272272,27259.96084,31597.4361,11493.4104,546.897,971.21306,4226.64935,662.18288
2023-07-05 06:00:00,2024-07-17 00:00:00,3.1,3.062211452582144,292.1127126883233,287.3633763184089,26.830722809426867,1.1630351450272272,24327.66723,29504.85993,11502.14686,657.58916,730.70647,4250.87475,667.07573
2023-07-05 07:00:00,2024-07-17 00:00:00,3.1,2.8471777873001183,290.91270709583006,287.142982305473,0.0,0.4366684872766675,22053.00307,28159.13771,11506.81087,660.31295,515.8948,4354.99087,670.11231
2023-07-05 08:00:00,2024-07-17 00:00:00,3.1,2.8471777873001183,290.91270709583006,287.142982305473,0.0,0.4366684872766675,20274.51918,26931.21693,11508.36377,755.68941,360.21632,4396.13427,671.73562
2023-07-05 09:00:00,2024-07-17 00:00:00,3.1,2.8471777873001183,290.91270709583006,287.142982305473,0.0,0.4366684872766675,19122.9745,25752.35057,11509.75581,620.33818,221.56719,4349.66322,673.17576
2023-07-05 10:00:00,2024-07-17 00:00:00,3.1,2.6718499116835925,291.1414346139873,287.4047833629985,8.748438365297174,0.9034123574541708,18844.37599,24674.23876,11513.00949,577.33255,166.29067,4230.88313,668.06601
2023-07-05 11:00:00,2024-07-17 00:00:00,3.1,2.6718499116835925,291.1414346139873,287.4047833629985,8.748438365297174,0.9034123574541708,19261.10368,24544.82139,11520.25061,339.50681,171.88711,4144.42483,670.70128
2023-07-05 12:00:00,2024-07-17 00:00:00,3.1,2.6718499116835925,291.1414346139873,287.4047833629985,8.748438365297174,0.9034123574541708,20183.30575,25267.31919,11508.90579,191.90087,141.97508,4156.96007,670.34858
