Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
41472,2023-09-25 00:00:00,2024-07-17 00:00:00,3.1,357.78,2057.0,122.0,2848.0,4.0,86.0,0.0,79.0,322.0,333.0
41473,2023-09-25 01:00:00,2024-07-17 00:00:00,3.1,365.26,2154.0,122.0,2846.0,5.0,85.0,0.0,83.0,324.0,333.0
41474,2023-09-25 02:00:00,2024-07-17 00:00:00,3.1,359.03,2082.0,122.0,2847.0,6.0,83.0,0.0,94.0,324.0,331.0
41475,2023-09-25 03:00:00,2024-07-17 00:00:00,3.1,386.97,2468.0,123.0,2849.0,5.0,80.0,0.0,104.0,324.0,334.0
41476,2023-09-25 04:00:00,2024-07-17 00:00:00,3.1,420.08,3025.0,133.0,2847.0,9.0,107.0,27.0,101.0,334.0,350.0
41477,2023-09-25 05:00:00,2024-07-17 00:00:00,3.1,409.36,3134.0,133.0,2847.0,11.0,368.0,91.0,89.0,343.0,354.0
41478,2023-09-25 06:00:00,2024-07-17 00:00:00,3.1,418.51,3289.0,134.0,2847.0,11.0,135.0,348.0,65.0,343.0,352.0
41479,2023-09-25 07:00:00,2024-07-17 00:00:00,3.1,406.34,3299.0,129.0,2842.0,11.0,89.0,687.0,42.0,341.0,346.0
41480,2023-09-25 08:00:00,2024-07-17 00:00:00,3.1,393.1,3303.0,127.0,2837.0,11.0,84.0,1011.0,26.0,342.0,341.0
41481,2023-09-25 09:00:00,2024-07-17 00:00:00,3.1,372.81,3168.0,126.0,2832.0,10.0,86.0,1335.0,24.0,336.0,342.0
41482,2023-09-25 10:00:00,2024-07-17 00:00:00,3.1,344.95,2911.0,125.0,2828.0,9.0,85.0,1703.0,20.0,338.0,342.0
41483,2023-09-25 11:00:00,2024-07-17 00:00:00,3.1,339.8,2880.0,124.0,2824.0,8.0,83.0,1811.0,12.0,329.0,338.0
41484,2023-09-25 12:00:00,2024-07-17 00:00:00,3.1,341.94,2844.0,124.0,2816.0,8.0,84.0,1702.0,11.0,327.0,338.0
41485,2023-09-25 13:00:00,2024-07-17 00:00:00,3.1,372.18,3194.0,124.0,2811.0,10.0,87.0,1427.0,8.0,328.0,340.0
41486,2023-09-25 14:00:00,2024-07-17 00:00:00,3.1,404.4,3430.0,210.0,2809.0,8.0,90.0,970.0,10.0,328.0,341.0
41487,2023-09-25 15:00:00,2024-07-17 00:00:00,3.1,436.47,3504.0,680.0,2806.0,11.0,93.0,430.0,13.0,343.0,347.0
41488,2023-09-25 16:00:00,2024-07-17 00:00:00,3.1,448.88,3546.0,831.0,2804.0,10.0,240.0,76.0,19.0,342.0,353.0
41489,2023-09-25 17:00:00,2024-07-17 00:00:00,3.1,445.13,3572.0,916.0,2805.0,11.0,386.0,18.0,35.0,344.0,359.0
41490,2023-09-25 18:00:00,2024-07-17 00:00:00,3.1,445.27,3559.0,918.0,2806.0,11.0,380.0,0.0,43.0,342.0,358.0
41491,2023-09-25 19:00:00,2024-07-17 00:00:00,3.1,457.48,3515.0,903.0,2809.0,11.0,102.0,0.0,42.0,343.0,357.0
41492,2023-09-25 20:00:00,2024-07-17 00:00:00,3.1,455.8,3492.0,906.0,2815.0,10.0,88.0,0.0,50.0,340.0,334.0
41493,2023-09-25 21:00:00,2024-07-17 00:00:00,3.1,451.45,3451.0,429.0,2816.0,10.0,86.0,0.0,53.0,340.0,332.0
41494,2023-09-25 22:00:00,2024-07-17 00:00:00,3.1,444.48,3342.0,124.0,2818.0,11.0,87.0,0.0,49.0,332.0,332.0
41495,2023-09-25 23:00:00,2024-07-17 00:00:00,3.1,444.06,3323.0,124.0,2822.0,10.0,85.0,0.0,42.0,324.0,334.0
