Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
38784,2023-06-05 00:00:00,329.12,1244.0,769.0,2431.0,15.0,167.0,0.0,41.0,280.0,333.0
38785,2023-06-05 01:00:00,342.8,1349.0,838.0,2432.0,15.0,128.0,1.0,42.0,279.0,334.0
38786,2023-06-05 02:00:00,344.08,1381.0,814.0,2434.0,15.0,127.0,18.0,39.0,279.0,333.0
38787,2023-06-05 03:00:00,349.95,1507.0,878.0,2434.0,10.0,208.0,43.0,38.0,291.0,334.0
38788,2023-06-05 04:00:00,345.96,1588.0,894.0,2432.0,13.0,337.0,150.0,36.0,284.0,354.0
38789,2023-06-05 05:00:00,336.85,1622.0,882.0,2431.0,14.0,399.0,336.0,31.0,285.0,358.0
38790,2023-06-05 06:00:00,329.75,1649.0,860.0,2423.0,16.0,366.0,574.0,22.0,284.0,349.0
38791,2023-06-05 07:00:00,318.76,1611.0,865.0,2421.0,15.0,328.0,797.0,27.0,292.0,344.0
38792,2023-06-05 08:00:00,272.02,1243.0,281.0,2422.0,11.0,143.0,888.0,32.0,279.0,328.0
38793,2023-06-05 09:00:00,254.62,1127.0,84.0,2421.0,15.0,131.0,838.0,31.0,277.0,325.0
38794,2023-06-05 10:00:00,264.3,1169.0,84.0,2415.0,15.0,122.0,722.0,39.0,279.0,326.0
38795,2023-06-05 11:00:00,271.09,1185.0,84.0,2412.0,18.0,119.0,609.0,42.0,285.0,324.0
38796,2023-06-05 12:00:00,286.92,1266.0,83.0,2410.0,15.0,123.0,449.0,41.0,284.0,324.0
38797,2023-06-05 13:00:00,283.37,1186.0,85.0,2407.0,15.0,127.0,337.0,50.0,286.0,326.0
38798,2023-06-05 14:00:00,302.33,1322.0,87.0,2404.0,16.0,127.0,267.0,53.0,277.0,330.0
38799,2023-06-05 15:00:00,322.88,1391.0,389.0,2404.0,21.0,141.0,211.0,52.0,281.0,337.0
38800,2023-06-05 16:00:00,323.94,1387.0,862.0,2407.0,14.0,455.0,139.0,46.0,290.0,351.0
38801,2023-06-05 17:00:00,321.17,1416.0,868.0,2410.0,14.0,635.0,68.0,46.0,284.0,357.0
38802,2023-06-05 18:00:00,324.33,1420.0,871.0,2408.0,14.0,633.0,27.0,41.0,285.0,364.0
38803,2023-06-05 19:00:00,326.37,1402.0,867.0,2411.0,12.0,554.0,18.0,41.0,284.0,356.0
38804,2023-06-05 20:00:00,325.04,1364.0,841.0,2415.0,12.0,483.0,0.0,42.0,283.0,330.0
38805,2023-06-05 21:00:00,322.22,1313.0,427.0,2415.0,15.0,215.0,0.0,48.0,280.0,328.0
38806,2023-06-05 22:00:00,312.67,1296.0,82.0,2414.0,16.0,144.0,0.0,42.0,277.0,324.0
38807,2023-06-05 23:00:00,321.62,1378.0,83.0,2417.0,16.0,135.0,0.0,50.0,276.0,326.0
