datetime,avg_hydro_production_forecast
2023-06-27T00:00:00.000000000,2284.47442
2023-06-27T01:00:00.000000000,2239.21852
2023-06-27T02:00:00.000000000,2078.99463
2023-06-27T03:00:00.000000000,1933.14631
2023-06-27T04:00:00.000000000,1679.37469
2023-06-27T05:00:00.000000000,1459.44526
2023-06-27T06:00:00.000000000,1194.26024
2023-06-27T07:00:00.000000000,1033.50588
2023-06-27T08:00:00.000000000,838.55137
2023-06-27T09:00:00.000000000,673.56267
2023-06-27T10:00:00.000000000,510.68033
2023-06-27T11:00:00.000000000,510.68663
2023-06-27T12:00:00.000000000,534.32592
2023-06-27T13:00:00.000000000,644.72772
2023-06-27T14:00:00.000000000,703.23114
2023-06-27T15:00:00.000000000,813.69878
2023-06-27T16:00:00.000000000,1004.55128
2023-06-27T17:00:00.000000000,1214.06178
2023-06-27T18:00:00.000000000,1429.27978
2023-06-27T19:00:00.000000000,1614.41129
2023-06-27T20:00:00.000000000,1743.25758
2023-06-27T21:00:00.000000000,1896.70257
2023-06-27T22:00:00.000000000,2033.5208
2023-06-27T23:00:00.000000000,2119.13189
2023-06-28T00:00:00.000000000,2406.79603
2023-06-28T01:00:00.000000000,2368.50969
2023-06-28T02:00:00.000000000,2201.40168
2023-06-28T03:00:00.000000000,2072.45661
2023-06-28T04:00:00.000000000,1849.0523
2023-06-28T05:00:00.000000000,1669.58121
2023-06-28T06:00:00.000000000,1413.93494
2023-06-28T07:00:00.000000000,1282.07309
2023-06-28T08:00:00.000000000,1112.71541
2023-06-28T09:00:00.000000000,971.94722
2023-06-28T10:00:00.000000000,808.40121
2023-06-28T11:00:00.000000000,834.96628
2023-06-28T12:00:00.000000000,871.72822
2023-06-28T13:00:00.000000000,981.59074
2023-06-28T14:00:00.000000000,1001.89466
2023-06-28T15:00:00.000000000,1081.91598
2023-06-28T16:00:00.000000000,1235.213
2023-06-28T17:00:00.000000000,1406.95491
2023-06-28T18:00:00.000000000,1598.49629
2023-06-28T19:00:00.000000000,1749.23601
2023-06-28T20:00:00.000000000,1864.44094
2023-06-28T21:00:00.000000000,2027.1663
2023-06-28T22:00:00.000000000,2161.22606
2023-06-28T23:00:00.000000000,2230.23826
2023-06-29T00:00:00.000000000,2651.77488
2023-06-29T01:00:00.000000000,2613.1816
2023-06-29T02:00:00.000000000,2426.34186
2023-06-29T03:00:00.000000000,2296.48725
2023-06-29T04:00:00.000000000,2082.18087
2023-06-29T05:00:00.000000000,1922.48897
2023-06-29T06:00:00.000000000,1651.63196
2023-06-29T07:00:00.000000000,1529.74365
2023-06-29T08:00:00.000000000,1369.12294
2023-06-29T09:00:00.000000000,1241.50341
2023-06-29T10:00:00.000000000,1066.4073
2023-06-29T11:00:00.000000000,1117.70061
2023-06-29T12:00:00.000000000,1169.08267
2023-06-29T13:00:00.000000000,1283.84459
2023-06-29T14:00:00.000000000,1271.51889
2023-06-29T15:00:00.000000000,1334.71384
2023-06-29T16:00:00.000000000,1469.22025
2023-06-29T17:00:00.000000000,1623.60702
2023-06-29T18:00:00.000000000,1811.9939
2023-06-29T19:00:00.000000000,1949.92338
2023-06-29T20:00:00.000000000,2064.41911
2023-06-29T21:00:00.000000000,2250.64458
2023-06-29T22:00:00.000000000,2395.38975
2023-06-29T23:00:00.000000000,2451.9924
2023-06-30T00:00:00.000000000,3104.34844
2023-06-30T01:00:00.000000000,3056.63924
2023-06-30T02:00:00.000000000,2829.78446
2023-06-30T03:00:00.000000000,2677.41612
2023-06-30T04:00:00.000000000,2448.92106
2023-06-30T05:00:00.000000000,2289.06244
2023-06-30T06:00:00.000000000,1969.53961
2023-06-30T07:00:00.000000000,1837.37577
2023-06-30T08:00:00.000000000,1667.40852
2023-06-30T09:00:00.000000000,1542.88871
2023-06-30T10:00:00.000000000,1340.32957
2023-06-30T11:00:00.000000000,1420.2483
2023-06-30T12:00:00.000000000,1491.65103
2023-06-30T13:00:00.000000000,1619.04747
2023-06-30T14:00:00.000000000,1572.73629
2023-06-30T15:00:00.000000000,1631.30554
2023-06-30T16:00:00.000000000,1764.913
2023-06-30T17:00:00.000000000,1922.16938
2023-06-30T18:00:00.000000000,2131.25646
2023-06-30T19:00:00.000000000,2279.12202
2023-06-30T20:00:00.000000000,2408.25576
2023-06-30T21:00:00.000000000,2640.84067
2023-06-30T22:00:00.000000000,2815.04065
2023-06-30T23:00:00.000000000,2861.2039
