datetime,avg_nat_gas_production_forecast
2023-06-27T00:00:00.000000000,36840.89967
2023-06-27T01:00:00.000000000,35235.3682
2023-06-27T02:00:00.000000000,33816.0826
2023-06-27T03:00:00.000000000,32414.24016
2023-06-27T04:00:00.000000000,31256.81098
2023-06-27T05:00:00.000000000,29565.41869
2023-06-27T06:00:00.000000000,27934.60103
2023-06-27T07:00:00.000000000,26374.24531
2023-06-27T08:00:00.000000000,25000.92393
2023-06-27T09:00:00.000000000,24060.3843
2023-06-27T10:00:00.000000000,23676.63063
2023-06-27T11:00:00.000000000,24318.02549
2023-06-27T12:00:00.000000000,25489.15909
2023-06-27T13:00:00.000000000,26989.48455
2023-06-27T14:00:00.000000000,28956.2262
2023-06-27T15:00:00.000000000,30990.29938
2023-06-27T16:00:00.000000000,32958.15326
2023-06-27T17:00:00.000000000,35026.91696
2023-06-27T18:00:00.000000000,36249.49499
2023-06-27T19:00:00.000000000,36938.76784
2023-06-27T20:00:00.000000000,37136.1412
2023-06-27T21:00:00.000000000,36506.89467
2023-06-27T22:00:00.000000000,35954.38139
2023-06-27T23:00:00.000000000,35112.01802
2023-06-28T00:00:00.000000000,33865.0937
2023-06-28T01:00:00.000000000,32327.1444
2023-06-28T02:00:00.000000000,30964.08371
2023-06-28T03:00:00.000000000,29655.89813
2023-06-28T04:00:00.000000000,28601.19985
2023-06-28T05:00:00.000000000,27134.20204
2023-06-28T06:00:00.000000000,25746.4217
2023-06-28T07:00:00.000000000,24463.00145
2023-06-28T08:00:00.000000000,23373.05523
2023-06-28T09:00:00.000000000,22677.03068
2023-06-28T10:00:00.000000000,22491.86442
2023-06-28T11:00:00.000000000,23204.97444
2023-06-28T12:00:00.000000000,24347.57001
2023-06-28T13:00:00.000000000,25769.9273
2023-06-28T14:00:00.000000000,27606.53705
2023-06-28T15:00:00.000000000,29483.77181
2023-06-28T16:00:00.000000000,31271.42136
2023-06-28T17:00:00.000000000,33131.11505
2023-06-28T18:00:00.000000000,34200.53728
2023-06-28T19:00:00.000000000,34780.03122
2023-06-28T20:00:00.000000000,34885.38473
2023-06-28T21:00:00.000000000,34224.04288
2023-06-28T22:00:00.000000000,33632.88883
2023-06-28T23:00:00.000000000,32761.79814
2023-06-29T00:00:00.000000000,31547.94301
2023-06-29T01:00:00.000000000,30073.9285
2023-06-29T02:00:00.000000000,28764.97532
2023-06-29T03:00:00.000000000,27538.91702
2023-06-29T04:00:00.000000000,26570.33934
2023-06-29T05:00:00.000000000,25279.70919
2023-06-29T06:00:00.000000000,24079.31044
2023-06-29T07:00:00.000000000,23006.84655
2023-06-29T08:00:00.000000000,22130.95318
2023-06-29T09:00:00.000000000,21617.56236
2023-06-29T10:00:00.000000000,21577.10574
2023-06-29T11:00:00.000000000,22336.50375
2023-06-29T12:00:00.000000000,23448.99085
2023-06-29T13:00:00.000000000,24802.8365
2023-06-29T14:00:00.000000000,26529.86836
2023-06-29T15:00:00.000000000,28276.77802
2023-06-29T16:00:00.000000000,29916.74937
2023-06-29T17:00:00.000000000,31608.86748
2023-06-29T18:00:00.000000000,32556.8324
2023-06-29T19:00:00.000000000,33050.90936
2023-06-29T20:00:00.000000000,33087.92617
2023-06-29T21:00:00.000000000,32407.74172
2023-06-29T22:00:00.000000000,31794.32225
2023-06-29T23:00:00.000000000,30911.99701
2023-06-30T00:00:00.000000000,29731.72279
2023-06-30T01:00:00.000000000,28313.48152
2023-06-30T02:00:00.000000000,27051.83456
2023-06-30T03:00:00.000000000,25894.22784
2023-06-30T04:00:00.000000000,24995.5325
2023-06-30T05:00:00.000000000,23843.14751
2023-06-30T06:00:00.000000000,22787.77171
2023-06-30T07:00:00.000000000,21877.49328
2023-06-30T08:00:00.000000000,21165.27486
2023-06-30T09:00:00.000000000,20790.46731
2023-06-30T10:00:00.000000000,20857.98682
2023-06-30T11:00:00.000000000,21648.50891
2023-06-30T12:00:00.000000000,22733.41095
2023-06-30T13:00:00.000000000,24029.738
2023-06-30T14:00:00.000000000,25667.04888
2023-06-30T15:00:00.000000000,27308.23951
2023-06-30T16:00:00.000000000,28829.4349
2023-06-30T17:00:00.000000000,30388.5609
2023-06-30T18:00:00.000000000,31241.09098
2023-06-30T19:00:00.000000000,31669.22278
2023-06-30T20:00:00.000000000,31655.31994
2023-06-30T21:00:00.000000000,30964.31086
2023-06-30T22:00:00.000000000,30337.95195
2023-06-30T23:00:00.000000000,29452.91403
