datetime,avg_other_production_forecast
2023-06-27T00:00:00.000000000,463.51055
2023-06-27T01:00:00.000000000,467.67692
2023-06-27T02:00:00.000000000,480.10109
2023-06-27T03:00:00.000000000,475.3345
2023-06-27T04:00:00.000000000,478.09847
2023-06-27T05:00:00.000000000,481.98097
2023-06-27T06:00:00.000000000,485.41245
2023-06-27T07:00:00.000000000,493.45709
2023-06-27T08:00:00.000000000,490.1006
2023-06-27T09:00:00.000000000,485.34
2023-06-27T10:00:00.000000000,474.92273
2023-06-27T11:00:00.000000000,458.34326
2023-06-27T12:00:00.000000000,435.81813
2023-06-27T13:00:00.000000000,402.09905
2023-06-27T14:00:00.000000000,352.54905
2023-06-27T15:00:00.000000000,300.68695
2023-06-27T16:00:00.000000000,262.07257
2023-06-27T17:00:00.000000000,238.44595
2023-06-27T18:00:00.000000000,228.70731
2023-06-27T19:00:00.000000000,235.27362
2023-06-27T20:00:00.000000000,260.18504
2023-06-27T21:00:00.000000000,294.78903
2023-06-27T22:00:00.000000000,332.13996
2023-06-27T23:00:00.000000000,366.73117
2023-06-28T00:00:00.000000000,296.91104
2023-06-28T01:00:00.000000000,307.98536
2023-06-28T02:00:00.000000000,310.81188
2023-06-28T03:00:00.000000000,318.4088
2023-06-28T04:00:00.000000000,325.28846
2023-06-28T05:00:00.000000000,323.56851
2023-06-28T06:00:00.000000000,324.33304
2023-06-28T07:00:00.000000000,323.94898
2023-06-28T08:00:00.000000000,324.24555
2023-06-28T09:00:00.000000000,329.07743
2023-06-28T10:00:00.000000000,333.47896
2023-06-28T11:00:00.000000000,328.12174
2023-06-28T12:00:00.000000000,323.5446
2023-06-28T13:00:00.000000000,326.13327
2023-06-28T14:00:00.000000000,328.17062
2023-06-28T15:00:00.000000000,331.15397
2023-06-28T16:00:00.000000000,328.56354
2023-06-28T17:00:00.000000000,324.52756
2023-06-28T18:00:00.000000000,330.8757
2023-06-28T19:00:00.000000000,329.53311
2023-06-28T20:00:00.000000000,329.06754
2023-06-28T21:00:00.000000000,327.24431
2023-06-28T22:00:00.000000000,329.83362
2023-06-28T23:00:00.000000000,329.09814
2023-06-29T00:00:00.000000000,303.15916
2023-06-29T01:00:00.000000000,314.28345
2023-06-29T02:00:00.000000000,317.06191
2023-06-29T03:00:00.000000000,324.58779
2023-06-29T04:00:00.000000000,331.46866
2023-06-29T05:00:00.000000000,329.73082
2023-06-29T06:00:00.000000000,330.38656
2023-06-29T07:00:00.000000000,329.96734
2023-06-29T08:00:00.000000000,330.24977
2023-06-29T09:00:00.000000000,335.12197
2023-06-29T10:00:00.000000000,339.5597
2023-06-29T11:00:00.000000000,334.17952
2023-06-29T12:00:00.000000000,329.4721
2023-06-29T13:00:00.000000000,332.04995
2023-06-29T14:00:00.000000000,334.11031
2023-06-29T15:00:00.000000000,337.06558
2023-06-29T16:00:00.000000000,334.40618
2023-06-29T17:00:00.000000000,330.32333
2023-06-29T18:00:00.000000000,336.77439
2023-06-29T19:00:00.000000000,335.50593
2023-06-29T20:00:00.000000000,335.07132
2023-06-29T21:00:00.000000000,333.17343
2023-06-29T22:00:00.000000000,335.7177
2023-06-29T23:00:00.000000000,334.96448
2023-06-30T00:00:00.000000000,309.60211
2023-06-30T01:00:00.000000000,320.77792
2023-06-30T02:00:00.000000000,323.50684
2023-06-30T03:00:00.000000000,330.95946
2023-06-30T04:00:00.000000000,337.84159
2023-06-30T05:00:00.000000000,336.08525
2023-06-30T06:00:00.000000000,336.62886
2023-06-30T07:00:00.000000000,336.17335
2023-06-30T08:00:00.000000000,336.44123
2023-06-30T09:00:00.000000000,341.35499
2023-06-30T10:00:00.000000000,345.83009
2023-06-30T11:00:00.000000000,340.42621
2023-06-30T12:00:00.000000000,335.58441
2023-06-30T13:00:00.000000000,338.15115
2023-06-30T14:00:00.000000000,340.23522
2023-06-30T15:00:00.000000000,343.16154
2023-06-30T16:00:00.000000000,340.43103
2023-06-30T17:00:00.000000000,336.29982
2023-06-30T18:00:00.000000000,342.85701
2023-06-30T19:00:00.000000000,341.665
2023-06-30T20:00:00.000000000,341.26229
2023-06-30T21:00:00.000000000,339.28746
2023-06-30T22:00:00.000000000,341.78528
2023-06-30T23:00:00.000000000,341.01376
