datetime,avg_oil_production_forecast
2023-06-27T00:00:00.000000000,11681.41686
2023-06-27T01:00:00.000000000,11689.69019
2023-06-27T02:00:00.000000000,11691.75996
2023-06-27T03:00:00.000000000,11692.85544
2023-06-27T04:00:00.000000000,11687.41193
2023-06-27T05:00:00.000000000,11682.41248
2023-06-27T06:00:00.000000000,11652.26866
2023-06-27T07:00:00.000000000,11656.23399
2023-06-27T08:00:00.000000000,11657.71866
2023-06-27T09:00:00.000000000,11659.61956
2023-06-27T10:00:00.000000000,11618.05164
2023-06-27T11:00:00.000000000,11604.72664
2023-06-27T12:00:00.000000000,11594.98885
2023-06-27T13:00:00.000000000,11573.45493
2023-06-27T14:00:00.000000000,11582.40523
2023-06-27T15:00:00.000000000,11594.52191
2023-06-27T16:00:00.000000000,11596.40147
2023-06-27T17:00:00.000000000,11600.42512
2023-06-27T18:00:00.000000000,11600.82535
2023-06-27T19:00:00.000000000,11600.83755
2023-06-27T20:00:00.000000000,11591.91851
2023-06-27T21:00:00.000000000,11593.00409
2023-06-27T22:00:00.000000000,11608.34205
2023-06-27T23:00:00.000000000,11618.83609
2023-06-28T00:00:00.000000000,11606.26581
2023-06-28T01:00:00.000000000,11614.28757
2023-06-28T02:00:00.000000000,11616.30549
2023-06-28T03:00:00.000000000,11617.51076
2023-06-28T04:00:00.000000000,11612.34093
2023-06-28T05:00:00.000000000,11607.56904
2023-06-28T06:00:00.000000000,11577.94895
2023-06-28T07:00:00.000000000,11582.01834
2023-06-28T08:00:00.000000000,11583.58991
2023-06-28T09:00:00.000000000,11585.58953
2023-06-28T10:00:00.000000000,11544.78244
2023-06-28T11:00:00.000000000,11531.67318
2023-06-28T12:00:00.000000000,11522.10424
2023-06-28T13:00:00.000000000,11500.85926
2023-06-28T14:00:00.000000000,11509.82556
2023-06-28T15:00:00.000000000,11521.82103
2023-06-28T16:00:00.000000000,11523.92243
2023-06-28T17:00:00.000000000,11528.12942
2023-06-28T18:00:00.000000000,11528.59102
2023-06-28T19:00:00.000000000,11528.61389
2023-06-28T20:00:00.000000000,11519.79358
2023-06-28T21:00:00.000000000,11521.10634
2023-06-28T22:00:00.000000000,11536.4546
2023-06-28T23:00:00.000000000,11546.96083
2023-06-29T00:00:00.000000000,11536.94211
2023-06-29T01:00:00.000000000,11544.73212
2023-06-29T02:00:00.000000000,11546.70202
2023-06-29T03:00:00.000000000,11548.00791
2023-06-29T04:00:00.000000000,11543.0908
2023-06-29T05:00:00.000000000,11538.52893
2023-06-29T06:00:00.000000000,11509.39217
2023-06-29T07:00:00.000000000,11513.55685
2023-06-29T08:00:00.000000000,11515.20885
2023-06-29T09:00:00.000000000,11517.29919
2023-06-29T10:00:00.000000000,11477.19421
2023-06-29T11:00:00.000000000,11464.28393
2023-06-29T12:00:00.000000000,11454.87051
2023-06-29T13:00:00.000000000,11433.89349
2023-06-29T14:00:00.000000000,11442.87389
2023-06-29T15:00:00.000000000,11454.75692
2023-06-29T16:00:00.000000000,11457.06263
2023-06-29T17:00:00.000000000,11461.43962
2023-06-29T18:00:00.000000000,11461.95725
2023-06-29T19:00:00.000000000,11461.9908
2023-06-29T20:00:00.000000000,11453.2612
2023-06-29T21:00:00.000000000,11454.78398
2023-06-29T22:00:00.000000000,11470.14139
2023-06-29T23:00:00.000000000,11480.65868
2023-06-30T00:00:00.000000000,11472.96854
2023-06-30T01:00:00.000000000,11480.54433
2023-06-30T02:00:00.000000000,11482.47077
2023-06-30T03:00:00.000000000,11483.86891
2023-06-30T04:00:00.000000000,11479.18507
2023-06-30T05:00:00.000000000,11474.81723
2023-06-30T06:00:00.000000000,11446.12605
2023-06-30T07:00:00.000000000,11450.37955
2023-06-30T08:00:00.000000000,11452.10511
2023-06-30T09:00:00.000000000,11454.27931
2023-06-30T10:00:00.000000000,11414.82271
2023-06-30T11:00:00.000000000,11402.09538
2023-06-30T12:00:00.000000000,11392.82605
2023-06-30T13:00:00.000000000,11372.09526
2023-06-30T14:00:00.000000000,11381.08939
2023-06-30T15:00:00.000000000,11392.86874
2023-06-30T16:00:00.000000000,11395.36237
2023-06-30T17:00:00.000000000,11399.8964
2023-06-30T18:00:00.000000000,11400.46625
2023-06-30T19:00:00.000000000,11400.50933
2023-06-30T20:00:00.000000000,11391.86359
2023-06-30T21:00:00.000000000,11393.57963
2023-06-30T22:00:00.000000000,11408.9458
2023-06-30T23:00:00.000000000,11419.47338
