UTC time,wind,unknown,hydro,nat_gas,nuclear,solar
2023-01-02 01:00:00,4960.0,900.0,4941.0,0.0,5796.0,0.0
2023-01-02 02:00:00,4891.0,904.0,4899.0,0.0,5798.0,0.0
2023-01-02 03:00:00,4737.0,912.0,4916.0,0.0,5796.0,0.0
2023-01-02 04:00:00,4517.0,969.0,6828.0,0.0,5796.0,0.0
2023-01-02 05:00:00,4265.0,1095.0,9010.0,0.0,5796.0,0.0
2023-01-02 06:00:00,4093.0,1155.0,9678.0,0.0,5797.0,0.0
2023-01-02 07:00:00,3863.0,1230.0,9959.0,0.0,5795.0,0.0
2023-01-02 08:00:00,3616.0,1227.0,10158.0,0.0,5795.0,1.0
2023-01-02 09:00:00,3337.0,1241.0,10421.0,0.0,5797.0,4.0
2023-01-02 10:00:00,2844.0,1314.0,10654.0,0.0,5799.0,6.0
2023-01-02 11:00:00,2608.0,1314.0,10818.0,0.0,5798.0,6.0
2023-01-02 12:00:00,2377.0,1337.0,11026.0,0.0,5797.0,5.0
2023-01-02 13:00:00,2308.0,1317.0,11178.0,0.0,5798.0,2.0
2023-01-02 14:00:00,2266.0,1324.0,11218.0,0.0,5800.0,0.0
2023-01-02 15:00:00,2320.0,1349.0,11281.0,0.0,5800.0,0.0
2023-01-02 16:00:00,2315.0,1354.0,11334.0,0.0,5799.0,0.0
2023-01-02 17:00:00,2426.0,1361.0,11334.0,0.0,5798.0,0.0
2023-01-02 18:00:00,2669.0,1355.0,11314.0,0.0,5798.0,0.0
2023-01-02 19:00:00,3081.0,1340.0,11159.0,0.0,5797.0,0.0
2023-01-02 20:00:00,3406.0,1314.0,10575.0,0.0,5799.0,0.0
2023-01-02 21:00:00,3785.0,1291.0,10005.0,0.0,5800.0,0.0
2023-01-02 22:00:00,4184.0,1274.0,9721.0,0.0,5799.0,0.0
2023-01-02 23:00:00,4552.0,1245.0,7961.0,0.0,5798.0,0.0
2023-01-03 00:00:00,4672.0,1241.0,7203.0,0.0,5797.0,0.0
2023-01-03 01:00:00,5016.0,1257.0,7103.0,0.0,5797.0,0.0
2023-01-03 02:00:00,5325.0,1277.0,6979.0,0.0,5797.0,0.0
2023-01-03 03:00:00,5649.0,1315.0,7119.0,0.0,5798.0,0.0
2023-01-03 04:00:00,5777.0,1401.0,7703.0,0.0,5798.0,0.0
2023-01-03 05:00:00,5828.0,1458.0,9061.0,0.0,5796.0,0.0
2023-01-03 06:00:00,5906.0,1469.0,9601.0,0.0,5796.0,0.0
2023-01-03 07:00:00,5903.0,1483.0,9868.0,0.0,5796.0,0.0
2023-01-03 08:00:00,5916.0,1473.0,9885.0,0.0,5795.0,3.0
2023-01-03 09:00:00,5805.0,1503.0,9994.0,0.0,5796.0,13.0
2023-01-03 10:00:00,5558.0,1512.0,10463.0,0.0,5798.0,24.0
2023-01-03 11:00:00,5439.0,1500.0,10434.0,0.0,5797.0,27.0
2023-01-03 12:00:00,5192.0,1477.0,10573.0,0.0,5796.0,22.0
2023-01-03 13:00:00,5070.0,1474.0,10630.0,0.0,5796.0,8.0
2023-01-03 14:00:00,4758.0,1471.0,10681.0,0.0,5796.0,1.0
2023-01-03 15:00:00,4502.0,1472.0,10737.0,0.0,5796.0,0.0
2023-01-03 16:00:00,4088.0,1502.0,10748.0,0.0,5795.0,0.0
2023-01-03 17:00:00,3684.0,1489.0,10824.0,0.0,5796.0,0.0
2023-01-03 18:00:00,3300.0,1500.0,10765.0,0.0,5795.0,0.0
2023-01-03 19:00:00,2999.0,1484.0,10709.0,0.0,5792.0,0.0
2023-01-03 20:00:00,2767.0,1475.0,10491.0,0.0,5796.0,0.0
2023-01-03 21:00:00,2472.0,1399.0,9909.0,0.0,5796.0,0.0
2023-01-03 22:00:00,2276.0,1358.0,9490.0,0.0,5796.0,0.0
2023-01-03 23:00:00,2097.0,1372.0,8808.0,0.0,5795.0,0.0
2023-01-04 00:00:00,1968.0,1374.0,8112.0,0.0,5795.0,0.0
2023-01-04 01:00:00,1916.0,1356.0,7197.0,0.0,5795.0,0.0
2023-01-04 02:00:00,2072.0,1358.0,7036.0,0.0,5795.0,0.0
2023-01-04 03:00:00,2258.0,1374.0,7375.0,0.0,5796.0,0.0
2023-01-04 04:00:00,2740.0,1372.0,8173.0,0.0,5795.0,0.0
2023-01-04 05:00:00,3331.0,1394.0,9377.0,0.0,5796.0,0.0
2023-01-04 06:00:00,3753.0,1411.0,10104.0,0.0,5797.0,0.0
2023-01-04 07:00:00,4143.0,1413.0,10359.0,0.0,5796.0,0.0
2023-01-04 08:00:00,4414.0,1419.0,10398.0,0.0,5797.0,1.0
2023-01-04 09:00:00,4764.0,1410.0,9985.0,0.0,5795.0,3.0
2023-01-04 10:00:00,4949.0,1419.0,9948.0,0.0,5793.0,5.0
2023-01-04 11:00:00,4953.0,1409.0,9934.0,0.0,5793.0,6.0
2023-01-04 12:00:00,4988.0,1416.0,9604.0,0.0,5795.0,4.0
2023-01-04 13:00:00,5116.0,1419.0,9572.0,0.0,5796.0,2.0
2023-01-04 14:00:00,5308.0,1398.0,9713.0,0.0,5795.0,0.0
2023-01-04 15:00:00,5453.0,1396.0,9999.0,0.0,5796.0,0.0
2023-01-04 16:00:00,5628.0,1400.0,10030.0,0.0,5793.0,0.0
2023-01-04 17:00:00,5711.0,1396.0,9075.0,0.0,5795.0,0.0
2023-01-04 18:00:00,5739.0,1373.0,8318.0,0.0,5796.0,0.0
2023-01-04 19:00:00,5664.0,1371.0,7101.0,0.0,5795.0,0.0
2023-01-04 20:00:00,5609.0,1338.0,6577.0,0.0,5796.0,0.0
2023-01-04 21:00:00,5550.0,1331.0,5682.0,0.0,5795.0,0.0
2023-01-04 22:00:00,5511.0,1321.0,5175.0,0.0,5796.0,0.0
2023-01-04 23:00:00,5536.0,1259.0,4626.0,0.0,5796.0,0.0
2023-01-05 00:00:00,5487.0,1266.0,4279.0,0.0,5795.0,0.0
2023-01-05 01:00:00,5525.0,1274.0,4116.0,0.0,5795.0,0.0
2023-01-05 02:00:00,5616.0,1282.0,4242.0,0.0,5794.0,0.0
2023-01-05 03:00:00,5560.0,1274.0,4355.0,0.0,5791.0,0.0
2023-01-05 04:00:00,5533.0,1301.0,4929.0,0.0,5792.0,0.0
2023-01-05 05:00:00,5516.0,1342.0,6230.0,0.0,5793.0,0.0
2023-01-05 06:00:00,5375.0,1390.0,9181.0,0.0,5793.0,0.0
2023-01-05 07:00:00,5202.0,1453.0,10041.0,0.0,5795.0,0.0
2023-01-05 08:00:00,4808.0,1508.0,10406.0,0.0,5793.0,2.0
2023-01-05 09:00:00,4304.0,1515.0,10733.0,0.0,5794.0,6.0
2023-01-05 10:00:00,3837.0,1512.0,10792.0,0.0,5796.0,9.0
2023-01-05 11:00:00,3553.0,1491.0,10891.0,0.0,5795.0,11.0
2023-01-05 12:00:00,3167.0,1486.0,10962.0,0.0,5796.0,9.0
2023-01-05 13:00:00,2841.0,1499.0,11006.0,0.0,5796.0,4.0
2023-01-05 14:00:00,2567.0,1506.0,11182.0,0.0,5795.0,1.0
2023-01-05 15:00:00,2340.0,1507.0,11318.0,0.0,5795.0,0.0
2023-01-05 16:00:00,2149.0,1512.0,11342.0,0.0,5795.0,0.0
2023-01-05 17:00:00,2000.0,1510.0,11364.0,0.0,5795.0,0.0
2023-01-05 18:00:00,1838.0,1488.0,11219.0,0.0,5795.0,0.0
2023-01-05 19:00:00,1707.0,1490.0,11069.0,0.0,5794.0,0.0
2023-01-05 20:00:00,1669.0,1465.0,10976.0,0.0,5794.0,0.0
2023-01-05 21:00:00,1649.0,1380.0,10645.0,0.0,5795.0,0.0
2023-01-05 22:00:00,1709.0,1327.0,10561.0,0.0,5795.0,0.0
2023-01-05 23:00:00,1938.0,1271.0,10251.0,0.0,5791.0,0.0
2023-01-06 00:00:00,2093.0,1235.0,10021.0,0.0,5791.0,0.0
2023-01-06 01:00:00,2360.0,1274.0,9477.0,0.0,5793.0,0.0
2023-01-06 02:00:00,2707.0,1255.0,8932.0,0.0,5792.0,0.0
2023-01-06 03:00:00,3172.0,1258.0,8823.0,0.0,5792.0,0.0
2023-01-06 04:00:00,3591.0,1257.0,8880.0,0.0,5792.0,0.0
2023-01-06 05:00:00,4078.0,1273.0,9273.0,0.0,5792.0,0.0
2023-01-06 06:00:00,4585.0,1287.0,10012.0,0.0,5792.0,0.0
2023-01-06 07:00:00,5122.0,1339.0,10311.0,0.0,5792.0,0.0
2023-01-06 08:00:00,5525.0,1399.0,10130.0,0.0,5792.0,1.0
2023-01-06 09:00:00,5900.0,1413.0,10129.0,0.0,5792.0,4.0
2023-01-06 10:00:00,6099.0,1380.0,10093.0,0.0,5792.0,6.0
2023-01-06 11:00:00,6249.0,1413.0,10004.0,0.0,5793.0,6.0
2023-01-06 12:00:00,6254.0,1395.0,9966.0,0.0,5794.0,4.0
2023-01-06 13:00:00,6191.0,1393.0,9922.0,0.0,5794.0,2.0
2023-01-06 14:00:00,6106.0,1413.0,10009.0,0.0,5794.0,0.0
2023-01-06 15:00:00,6063.0,1392.0,9972.0,0.0,5793.0,0.0
2023-01-06 16:00:00,5974.0,1373.0,9921.0,0.0,5794.0,0.0
2023-01-06 17:00:00,6151.0,1359.0,9695.0,0.0,5794.0,0.0
2023-01-06 18:00:00,6223.0,1352.0,9342.0,0.0,5794.0,0.0
2023-01-06 19:00:00,6306.0,1347.0,9118.0,0.0,5794.0,0.0
2023-01-06 20:00:00,6333.0,1303.0,8867.0,0.0,5794.0,0.0
2023-01-06 21:00:00,6407.0,1306.0,8492.0,0.0,5794.0,0.0
2023-01-06 22:00:00,6347.0,1296.0,7941.0,0.0,5808.0,0.0
2023-01-06 23:00:00,6412.0,1294.0,7283.0,0.0,5793.0,0.0
2023-01-07 00:00:00,6304.0,1302.0,7074.0,0.0,5793.0,0.0
2023-01-07 01:00:00,6192.0,1297.0,6862.0,0.0,5794.0,0.0
2023-01-07 02:00:00,5975.0,1288.0,6898.0,0.0,5795.0,0.0
2023-01-07 03:00:00,5896.0,1289.0,7016.0,0.0,5796.0,0.0
2023-01-07 04:00:00,5698.0,1298.0,7116.0,0.0,5795.0,0.0
2023-01-07 05:00:00,5604.0,1301.0,7546.0,0.0,5795.0,0.0
2023-01-07 06:00:00,5540.0,1338.0,7841.0,0.0,5793.0,0.0
2023-01-07 07:00:00,5383.0,1379.0,8193.0,0.0,5795.0,0.0
2023-01-07 08:00:00,5307.0,1369.0,8599.0,0.0,5795.0,2.0
2023-01-07 09:00:00,5083.0,1379.0,8789.0,0.0,5794.0,6.0
2023-01-07 10:00:00,4853.0,1357.0,8941.0,0.0,5795.0,9.0
2023-01-07 11:00:00,4619.0,1313.0,9017.0,0.0,5795.0,9.0
2023-01-07 12:00:00,4429.0,1289.0,9049.0,0.0,5795.0,5.0
2023-01-07 13:00:00,4321.0,1291.0,9077.0,0.0,5794.0,2.0
2023-01-07 14:00:00,4414.0,1310.0,9061.0,0.0,5793.0,1.0
2023-01-07 15:00:00,4595.0,1316.0,9025.0,0.0,5794.0,0.0
2023-01-07 16:00:00,4826.0,1314.0,8918.0,0.0,5793.0,0.0
2023-01-07 17:00:00,4948.0,1307.0,8507.0,0.0,5795.0,0.0
2023-01-07 18:00:00,5020.0,1297.0,7929.0,0.0,5793.0,0.0
2023-01-07 19:00:00,5230.0,1284.0,7026.0,0.0,5793.0,0.0
2023-01-07 20:00:00,5528.0,1250.0,6059.0,0.0,5794.0,0.0
2023-01-07 21:00:00,5850.0,1150.0,5472.0,0.0,5794.0,0.0
2023-01-07 22:00:00,6213.0,1109.0,5072.0,0.0,5808.0,0.0
2023-01-07 23:00:00,6653.0,972.0,3716.0,0.0,5793.0,0.0
2023-01-08 00:00:00,6846.0,924.0,2975.0,0.0,5795.0,0.0
2023-01-08 01:00:00,7001.0,920.0,2925.0,0.0,5793.0,0.0
2023-01-08 02:00:00,7002.0,913.0,2892.0,0.0,5794.0,0.0
2023-01-08 03:00:00,7055.0,904.0,2881.0,0.0,5793.0,0.0
2023-01-08 04:00:00,7061.0,928.0,3044.0,0.0,5792.0,0.0
2023-01-08 05:00:00,7039.0,995.0,3320.0,0.0,5794.0,0.0
2023-01-08 06:00:00,7076.0,1050.0,3440.0,0.0,5795.0,0.0
2023-01-08 07:00:00,7032.0,1094.0,3869.0,0.0,5794.0,0.0
2023-01-08 08:00:00,7099.0,1174.0,3992.0,0.0,5793.0,1.0
2023-01-08 09:00:00,6981.0,1172.0,4374.0,0.0,5794.0,5.0
2023-01-08 10:00:00,6657.0,1177.0,4669.0,0.0,5793.0,7.0
2023-01-08 11:00:00,6278.0,1152.0,5166.0,0.0,5794.0,7.0
2023-01-08 12:00:00,6048.0,1167.0,5372.0,0.0,5793.0,5.0
2023-01-08 13:00:00,5848.0,1171.0,5583.0,0.0,5793.0,2.0
2023-01-08 14:00:00,5558.0,1175.0,6200.0,0.0,5793.0,1.0
2023-01-08 15:00:00,5384.0,1198.0,6814.0,0.0,5793.0,0.0
2023-01-08 16:00:00,5321.0,1183.0,7047.0,0.0,5794.0,0.0
2023-01-08 17:00:00,5121.0,1181.0,7139.0,0.0,5793.0,0.0
2023-01-08 18:00:00,4872.0,1203.0,6825.0,0.0,5794.0,0.0
2023-01-08 19:00:00,4680.0,1205.0,6500.0,0.0,5794.0,0.0
2023-01-08 20:00:00,4453.0,1171.0,6069.0,0.0,5793.0,0.0
2023-01-08 21:00:00,4299.0,1162.0,5641.0,0.0,5794.0,0.0
2023-01-08 22:00:00,4199.0,1158.0,5312.0,0.0,5794.0,0.0
2023-01-08 23:00:00,4003.0,1137.0,6306.0,0.0,5793.0,0.0
2023-01-09 00:00:00,3987.0,1134.0,5710.0,0.0,5794.0,0.0
2023-01-09 01:00:00,3934.0,1144.0,5361.0,0.0,5794.0,0.0
2023-01-09 02:00:00,3874.0,1142.0,4857.0,0.0,5794.0,0.0
2023-01-09 03:00:00,3799.0,1154.0,5144.0,0.0,5793.0,0.0
2023-01-09 04:00:00,3647.0,1207.0,6945.0,0.0,5793.0,0.0
2023-01-09 05:00:00,3579.0,1268.0,8500.0,0.0,5794.0,0.0
2023-01-09 06:00:00,3537.0,1303.0,9353.0,0.0,5793.0,0.0
2023-01-09 07:00:00,3376.0,1309.0,9730.0,0.0,5789.0,0.0
2023-01-09 08:00:00,3445.0,1336.0,9862.0,0.0,5789.0,2.0
2023-01-09 09:00:00,3371.0,1321.0,9922.0,0.0,5790.0,5.0
2023-01-09 10:00:00,3154.0,1325.0,9956.0,0.0,5791.0,8.0
2023-01-09 11:00:00,3041.0,1348.0,10031.0,0.0,5792.0,7.0
2023-01-09 12:00:00,2982.0,1339.0,10066.0,0.0,5792.0,5.0
2023-01-09 13:00:00,2856.0,1335.0,10131.0,0.0,5793.0,2.0
2023-01-09 14:00:00,2832.0,1339.0,10222.0,0.0,5793.0,1.0
2023-01-09 15:00:00,2783.0,1334.0,10245.0,0.0,5793.0,0.0
2023-01-09 16:00:00,2703.0,1335.0,10107.0,0.0,5791.0,0.0
2023-01-09 17:00:00,2627.0,1301.0,10072.0,0.0,5791.0,0.0
2023-01-09 18:00:00,2504.0,1318.0,10122.0,0.0,5793.0,0.0
2023-01-09 19:00:00,2420.0,1325.0,10014.0,0.0,5795.0,0.0
2023-01-09 20:00:00,2320.0,1266.0,10144.0,0.0,5795.0,0.0
2023-01-09 21:00:00,2369.0,1222.0,9642.0,0.0,5796.0,0.0
2023-01-09 22:00:00,2396.0,1237.0,8936.0,0.0,5796.0,0.0
2023-01-09 23:00:00,2478.0,1160.0,8272.0,0.0,5795.0,0.0
2023-01-10 00:00:00,2524.0,1157.0,8018.0,0.0,5795.0,0.0
2023-01-10 01:00:00,2542.0,1175.0,7928.0,0.0,5796.0,0.0
2023-01-10 02:00:00,2533.0,1200.0,8006.0,0.0,5796.0,0.0
2023-01-10 03:00:00,2333.0,1176.0,8582.0,0.0,5795.0,0.0
2023-01-10 04:00:00,2245.0,1200.0,9479.0,0.0,5794.0,0.0
2023-01-10 05:00:00,2150.0,1284.0,10580.0,0.0,5793.0,0.0
2023-01-10 06:00:00,2137.0,1343.0,11021.0,0.0,5794.0,0.0
2023-01-10 07:00:00,1995.0,1388.0,11356.0,0.0,5791.0,0.0
2023-01-10 08:00:00,1919.0,1398.0,11494.0,0.0,5789.0,2.0
2023-01-10 09:00:00,1901.0,1419.0,11633.0,30.0,5791.0,10.0
2023-01-10 10:00:00,1826.0,1399.0,11601.0,15.0,5793.0,21.0
2023-01-10 11:00:00,1896.0,1321.0,11677.0,0.0,5793.0,23.0
2023-01-10 12:00:00,1969.0,1355.0,11938.0,0.0,5793.0,16.0
2023-01-10 13:00:00,2062.0,1319.0,11963.0,30.0,5791.0,7.0
2023-01-10 14:00:00,2249.0,1332.0,11988.0,15.0,5791.0,1.0
2023-01-10 15:00:00,2409.0,1370.0,11971.0,0.0,5792.0,0.0
2023-01-10 16:00:00,2636.0,1359.0,11843.0,0.0,5793.0,0.0
2023-01-10 17:00:00,2868.0,1357.0,11806.0,0.0,5793.0,0.0
2023-01-10 18:00:00,3126.0,1337.0,11674.0,0.0,5793.0,0.0
2023-01-10 19:00:00,3359.0,1284.0,11133.0,0.0,5794.0,0.0
2023-01-10 20:00:00,3573.0,1244.0,10217.0,0.0,5795.0,0.0
2023-01-10 21:00:00,3792.0,1217.0,8780.0,0.0,5794.0,0.0
2023-01-10 22:00:00,4060.0,1212.0,6413.0,0.0,5794.0,0.0
2023-01-10 23:00:00,4532.0,1066.0,5349.0,0.0,5793.0,0.0
2023-01-11 00:00:00,4938.0,1054.0,4378.0,0.0,5794.0,0.0
2023-01-11 01:00:00,5338.0,1049.0,4039.0,0.0,5795.0,0.0
2023-01-11 02:00:00,5813.0,1074.0,3945.0,0.0,5794.0,0.0
2023-01-11 03:00:00,6140.0,1081.0,3876.0,0.0,5794.0,0.0
2023-01-11 04:00:00,6485.0,1115.0,4307.0,0.0,5794.0,0.0
2023-01-11 05:00:00,6919.0,1173.0,6127.0,0.0,5794.0,0.0
2023-01-11 06:00:00,7225.0,1228.0,7984.0,0.0,5795.0,0.0
2023-01-11 07:00:00,7505.0,1261.0,8364.0,0.0,5792.0,0.0
2023-01-11 08:00:00,7438.0,1274.0,8241.0,0.0,5790.0,1.0
2023-01-11 09:00:00,7244.0,1318.0,8171.0,0.0,5791.0,5.0
2023-01-11 10:00:00,7131.0,1332.0,8274.0,0.0,5794.0,9.0
2023-01-11 11:00:00,7034.0,1336.0,8426.0,0.0,5791.0,10.0
2023-01-11 12:00:00,6920.0,1336.0,8662.0,0.0,5791.0,10.0
2023-01-11 13:00:00,6646.0,1344.0,8896.0,0.0,5790.0,4.0
2023-01-11 14:00:00,6637.0,1343.0,9388.0,0.0,5790.0,1.0
2023-01-11 15:00:00,6836.0,1343.0,9391.0,0.0,5792.0,0.0
2023-01-11 16:00:00,6919.0,1344.0,9291.0,0.0,5792.0,0.0
2023-01-11 17:00:00,7020.0,1340.0,8849.0,0.0,5792.0,0.0
2023-01-11 18:00:00,7033.0,1325.0,8346.0,0.0,5793.0,0.0
2023-01-11 19:00:00,7170.0,1304.0,7514.0,0.0,5793.0,0.0
2023-01-11 20:00:00,7284.0,1224.0,6865.0,0.0,5793.0,0.0
2023-01-11 21:00:00,7303.0,1174.0,6253.0,0.0,5794.0,0.0
2023-01-11 22:00:00,7476.0,1101.0,5592.0,0.0,5795.0,0.0
2023-01-11 23:00:00,8102.0,981.0,4063.0,0.0,5797.0,0.0
2023-01-12 00:00:00,8219.0,930.0,3407.0,0.0,5797.0,0.0
2023-01-12 01:00:00,8346.0,922.0,3339.0,0.0,5796.0,0.0
2023-01-12 02:00:00,7987.0,922.0,3101.0,0.0,5796.0,0.0
2023-01-12 03:00:00,8386.0,956.0,3268.0,0.0,5796.0,0.0
2023-01-12 04:00:00,8337.0,1038.0,4129.0,0.0,5797.0,0.0
2023-01-12 05:00:00,8234.0,1176.0,5927.0,0.0,5796.0,0.0
2023-01-12 06:00:00,8123.0,1172.0,7077.0,0.0,5794.0,0.0
2023-01-12 07:00:00,7896.0,1198.0,7517.0,0.0,5793.0,0.0
2023-01-12 08:00:00,7695.0,1207.0,7528.0,0.0,5789.0,2.0
2023-01-12 09:00:00,7722.0,1187.0,7917.0,0.0,5792.0,8.0
2023-01-12 10:00:00,7427.0,1184.0,8126.0,0.0,5793.0,9.0
2023-01-12 11:00:00,7112.0,1173.0,8316.0,0.0,5794.0,10.0
2023-01-12 12:00:00,6733.0,1183.0,8698.0,0.0,5794.0,7.0
2023-01-12 13:00:00,6421.0,1188.0,8888.0,0.0,5795.0,3.0
2023-01-12 14:00:00,6168.0,1234.0,9196.0,0.0,5796.0,1.0
2023-01-12 15:00:00,5978.0,1268.0,9434.0,0.0,5797.0,0.0
2023-01-12 16:00:00,5685.0,1267.0,9653.0,0.0,5793.0,0.0
2023-01-12 17:00:00,5460.0,1249.0,9791.0,0.0,5788.0,0.0
2023-01-12 18:00:00,5369.0,1248.0,9654.0,0.0,5788.0,0.0
2023-01-12 19:00:00,5212.0,1195.0,9328.0,0.0,5788.0,0.0
2023-01-12 20:00:00,5031.0,1167.0,9209.0,0.0,5791.0,0.0
2023-01-12 21:00:00,5039.0,1122.0,8262.0,0.0,5796.0,0.0
2023-01-12 22:00:00,5020.0,1074.0,6691.0,0.0,5796.0,0.0
2023-01-12 23:00:00,5106.0,1010.0,4890.0,0.0,5797.0,0.0
2023-01-13 00:00:00,5219.0,981.0,3980.0,0.0,5797.0,0.0
2023-01-13 01:00:00,5329.0,935.0,3851.0,0.0,5798.0,0.0
2023-01-13 02:00:00,5393.0,978.0,3839.0,0.0,5798.0,0.0
2023-01-13 03:00:00,5428.0,1007.0,4047.0,0.0,5797.0,0.0
2023-01-13 04:00:00,5254.0,1077.0,4996.0,0.0,5797.0,0.0
2023-01-13 05:00:00,5014.0,1188.0,7403.0,0.0,5797.0,0.0
2023-01-13 06:00:00,4892.0,1254.0,10042.0,0.0,5795.0,0.0
2023-01-13 07:00:00,4632.0,1301.0,10933.0,0.0,5795.0,0.0
2023-01-13 08:00:00,4411.0,1287.0,11095.0,0.0,5794.0,3.0
2023-01-13 09:00:00,4257.0,1289.0,11084.0,0.0,5792.0,12.0
2023-01-13 10:00:00,4137.0,1296.0,10498.0,0.0,5792.0,25.0
2023-01-13 11:00:00,3966.0,1277.0,10084.0,0.0,5789.0,27.0
2023-01-13 12:00:00,3752.0,1275.0,9911.0,0.0,5789.0,20.0
2023-01-13 13:00:00,3587.0,1291.0,10017.0,0.0,5793.0,6.0
2023-01-13 14:00:00,3510.0,1300.0,10496.0,0.0,5794.0,1.0
2023-01-13 15:00:00,3500.0,1296.0,11073.0,0.0,5795.0,0.0
2023-01-13 16:00:00,3355.0,1290.0,11417.0,0.0,5794.0,0.0
2023-01-13 17:00:00,3278.0,1308.0,11464.0,0.0,5793.0,0.0
2023-01-13 18:00:00,3171.0,1319.0,11415.0,0.0,5795.0,0.0
2023-01-13 19:00:00,3055.0,1272.0,10858.0,0.0,5794.0,0.0
2023-01-13 20:00:00,2890.0,1226.0,10115.0,0.0,5795.0,0.0
2023-01-13 21:00:00,2784.0,1187.0,9358.0,0.0,5795.0,0.0
2023-01-13 22:00:00,2745.0,1151.0,8437.0,0.0,5796.0,0.0
2023-01-13 23:00:00,2807.0,1060.0,6547.0,0.0,5794.0,0.0
2023-01-14 00:00:00,2898.0,1036.0,5860.0,0.0,5795.0,0.0
2023-01-14 01:00:00,3090.0,1018.0,5793.0,0.0,5795.0,0.0
2023-01-14 02:00:00,3403.0,1017.0,5458.0,0.0,5633.0,0.0
2023-01-14 03:00:00,3628.0,1049.0,5339.0,0.0,5587.0,0.0
2023-01-14 04:00:00,3840.0,1053.0,5450.0,0.0,5582.0,0.0
2023-01-14 05:00:00,3907.0,1064.0,6319.0,0.0,5582.0,0.0
2023-01-14 06:00:00,3872.0,1109.0,7173.0,0.0,5517.0,0.0
2023-01-14 07:00:00,3883.0,1172.0,7605.0,0.0,5387.0,0.0
2023-01-14 08:00:00,3842.0,1176.0,8221.0,0.0,5385.0,3.0
2023-01-14 09:00:00,3802.0,1191.0,8836.0,0.0,5385.0,15.0
2023-01-14 10:00:00,3547.0,1207.0,9033.0,0.0,5384.0,23.0
2023-01-14 11:00:00,3403.0,1238.0,9528.0,0.0,5382.0,24.0
2023-01-14 12:00:00,3365.0,1254.0,9664.0,0.0,5382.0,19.0
2023-01-14 13:00:00,3300.0,1276.0,9794.0,0.0,5383.0,9.0
2023-01-14 14:00:00,3122.0,1286.0,10086.0,0.0,5406.0,1.0
2023-01-14 15:00:00,3250.0,1282.0,10131.0,0.0,5574.0,0.0
2023-01-14 16:00:00,3418.0,1242.0,10078.0,0.0,5603.0,0.0
2023-01-14 17:00:00,3660.0,1238.0,9578.0,0.0,5716.0,0.0
2023-01-14 18:00:00,3798.0,1204.0,8829.0,0.0,5744.0,0.0
2023-01-14 19:00:00,4207.0,1169.0,7935.0,0.0,5772.0,0.0
2023-01-14 20:00:00,4526.0,1128.0,7186.0,0.0,5791.0,0.0
2023-01-14 21:00:00,4792.0,1046.0,6348.0,0.0,5793.0,0.0
2023-01-14 22:00:00,5054.0,1027.0,5792.0,0.0,5795.0,0.0
2023-01-14 23:00:00,5227.0,901.0,4667.0,0.0,5797.0,0.0
2023-01-15 00:00:00,5400.0,846.0,4304.0,0.0,5796.0,0.0
2023-01-15 01:00:00,5434.0,846.0,4121.0,0.0,5798.0,0.0
2023-01-15 02:00:00,5520.0,788.0,3869.0,0.0,5798.0,0.0
2023-01-15 03:00:00,5677.0,790.0,3721.0,0.0,5798.0,0.0
2023-01-15 04:00:00,5726.0,823.0,3747.0,0.0,5798.0,0.0
