datetime,param,level,latitude,longitude,3 hr avg,6 hr avg,9 hr avg,12 hr avg,15 hr avg,18 hr avg,21 hr avg,24 hr avg,27 hr avg,30 hr avg,33 hr avg,36 hr avg,39 hr avg,42 hr avg,45 hr avg,48 hr avg,51 hr avg,54 hr avg,57 hr avg,60 hr avg,63 hr avg,66 hr avg,69 hr avg,72 hr avg,75 hr avg,78 hr avg,81 hr avg,84 hr avg,87 hr avg,90 hr avg,93 hr avg,96 hr avg
2023-06-27 00:00:00,DSWRF,surface,32.0,-113.75,191.97858195000435,95.98923330899086,0.0,0.0,188.04307175484237,476.83623351435796,1028.927655901785,900.7285644219163,196.48536152065452,98.24250525448488,0.0,0.0,186.2730108067582,472.79361038208805,1021.2545488561713,895.9835981707942,198.02816896499036,99.01454091284393,0.0,0.0,187.26354906914065,475.8131436375064,1027.918933228105,901.4579792663249,198.83823923962188,99.41938583731466,0.0,0.0,188.7855061945391,480.53515479642556,1040.0872017545944,911.7228451083364
