UTC time,hydro,other
2023-03-26 00:00:00,536.0,0.0
2023-03-26 01:00:00,531.0,0.0
2023-03-26 02:00:00,532.0,0.0
2023-03-26 03:00:00,535.0,0.0
2023-03-26 04:00:00,537.0,0.0
2023-03-26 05:00:00,483.0,0.0
2023-03-26 06:00:00,462.0,0.0
2023-03-26 07:00:00,457.0,0.0
2023-03-26 08:00:00,452.0,0.0
2023-03-26 09:00:00,457.0,0.0
2023-03-26 10:00:00,455.0,0.0
2023-03-26 11:00:00,462.0,0.0
2023-03-26 12:00:00,495.0,0.0
2023-03-26 13:00:00,577.0,0.0
2023-03-26 14:00:00,710.0,0.0
2023-03-26 15:00:00,718.0,0.0
2023-03-26 16:00:00,806.0,0.0
2023-03-26 17:00:00,814.0,0.0
2023-03-26 18:00:00,794.0,0.0
2023-03-26 19:00:00,623.0,0.0
2023-03-26 20:00:00,625.0,0.0
2023-03-26 21:00:00,646.0,0.0
2023-03-26 22:00:00,644.0,0.0
2023-03-26 23:00:00,700.0,0.0
