Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,hydro,other
39024,2023-06-17 00:00:00,2024-07-17 00:00:00,3.1,172.41,839.0,236.0
39025,2023-06-17 01:00:00,2024-07-17 00:00:00,3.1,278.85,390.0,236.0
39026,2023-06-17 02:00:00,2024-07-17 00:00:00,3.1,282.31,380.0,235.0
39027,2023-06-17 03:00:00,2024-07-17 00:00:00,3.1,367.85,227.0,235.0
39028,2023-06-17 04:00:00,2024-07-17 00:00:00,3.1,427.2,159.0,235.0
39029,2023-06-17 05:00:00,2024-07-17 00:00:00,3.1,437.22,131.0,206.0
39030,2023-06-17 06:00:00,2024-07-17 00:00:00,3.1,436.1,130.0,203.0
39031,2023-06-17 07:00:00,2024-07-17 00:00:00,3.1,525.39,70.0,201.0
39032,2023-06-17 08:00:00,2024-07-17 00:00:00,3.1,520.91,71.0,197.0
39033,2023-06-17 09:00:00,2024-07-17 00:00:00,3.1,525.88,68.0,196.0
39034,2023-06-17 10:00:00,2024-07-17 00:00:00,3.1,524.65,69.0,197.0
39035,2023-06-17 11:00:00,2024-07-17 00:00:00,3.1,528.44,67.0,197.0
39036,2023-06-17 12:00:00,2024-07-17 00:00:00,3.1,525.88,68.0,196.0
39037,2023-06-17 13:00:00,2024-07-17 00:00:00,3.1,509.65,78.0,199.0
39038,2023-06-17 14:00:00,2024-07-17 00:00:00,3.1,494.16,88.0,201.0
39039,2023-06-17 15:00:00,2024-07-17 00:00:00,3.1,531.63,67.0,202.0
39040,2023-06-17 16:00:00,2024-07-17 00:00:00,3.1,528.06,73.0,214.0
39041,2023-06-17 17:00:00,2024-07-17 00:00:00,3.1,528.14,75.0,220.0
39042,2023-06-17 18:00:00,2024-07-17 00:00:00,3.1,545.95,67.0,227.0
39043,2023-06-17 19:00:00,2024-07-17 00:00:00,3.1,436.32,149.0,233.0
39044,2023-06-17 20:00:00,2024-07-17 00:00:00,3.1,277.77,391.0,235.0
39045,2023-06-17 21:00:00,2024-07-17 00:00:00,3.1,213.57,603.0,235.0
39046,2023-06-17 22:00:00,2024-07-17 00:00:00,3.1,184.66,757.0,236.0
39047,2023-06-17 23:00:00,2024-07-17 00:00:00,3.1,185.8,750.0,236.0
