Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,hydro,other
35064,2023-01-03 00:00:00,2024-07-17 00:00:00,3.1,314.95,311.0,235.0
35065,2023-01-03 01:00:00,2024-07-17 00:00:00,3.1,319.83,302.0,235.0
35066,2023-01-03 02:00:00,2024-07-17 00:00:00,3.1,331.75,280.0,234.0
35067,2023-01-03 03:00:00,2024-07-17 00:00:00,3.1,396.75,192.0,236.0
35068,2023-01-03 04:00:00,2024-07-17 00:00:00,3.1,380.19,211.0,235.0
35069,2023-01-03 05:00:00,2024-07-17 00:00:00,3.1,378.67,212.0,234.0
35070,2023-01-03 06:00:00,2024-07-17 00:00:00,3.1,379.39,212.0,235.0
35071,2023-01-03 07:00:00,2024-07-17 00:00:00,3.1,393.44,195.0,235.0
35072,2023-01-03 08:00:00,2024-07-17 00:00:00,3.1,391.73,197.0,235.0
35073,2023-01-03 09:00:00,2024-07-17 00:00:00,3.1,391.73,197.0,235.0
35074,2023-01-03 10:00:00,2024-07-17 00:00:00,3.1,395.17,193.0,235.0
35075,2023-01-03 11:00:00,2024-07-17 00:00:00,3.1,388.36,201.0,235.0
35076,2023-01-03 12:00:00,2024-07-17 00:00:00,3.1,380.35,209.0,233.0
35077,2023-01-03 13:00:00,2024-07-17 00:00:00,3.1,279.89,330.0,201.0
35078,2023-01-03 14:00:00,2024-07-17 00:00:00,3.1,243.04,363.0,174.0
35079,2023-01-03 15:00:00,2024-07-17 00:00:00,3.1,221.62,351.0,145.0
35080,2023-01-03 16:00:00,2024-07-17 00:00:00,3.1,229.3,282.0,123.0
35081,2023-01-03 17:00:00,2024-07-17 00:00:00,3.1,208.18,243.0,91.0
35082,2023-01-03 18:00:00,2024-07-17 00:00:00,3.1,159.59,279.0,70.0
35083,2023-01-03 19:00:00,2024-07-17 00:00:00,3.1,101.93,307.0,40.0
35084,2023-01-03 20:00:00,2024-07-17 00:00:00,3.1,24.0,281.0,0.0
35085,2023-01-03 21:00:00,2024-07-17 00:00:00,3.1,24.0,277.0,0.0
35086,2023-01-03 22:00:00,2024-07-17 00:00:00,3.1,24.0,282.0,0.0
35087,2023-01-03 23:00:00,2024-07-17 00:00:00,3.1,24.0,282.0,0.0
