UTC time,hydro,other
2023-07-17 00:00:00,1089.0,236.0
2023-07-17 01:00:00,531.0,235.0
2023-07-17 02:00:00,413.0,235.0
2023-07-17 03:00:00,422.0,235.0
2023-07-17 04:00:00,415.0,215.0
2023-07-17 05:00:00,332.0,213.0
2023-07-17 06:00:00,310.0,183.0
2023-07-17 07:00:00,304.0,182.0
2023-07-17 08:00:00,293.0,179.0
2023-07-17 09:00:00,295.0,179.0
2023-07-17 10:00:00,290.0,179.0
2023-07-17 11:00:00,283.0,179.0
2023-07-17 12:00:00,285.0,181.0
2023-07-17 13:00:00,366.0,205.0
2023-07-17 14:00:00,368.0,233.0
2023-07-17 15:00:00,388.0,235.0
2023-07-17 16:00:00,394.0,236.0
2023-07-17 17:00:00,446.0,234.0
2023-07-17 18:00:00,646.0,235.0
2023-07-17 19:00:00,993.0,235.0
2023-07-17 20:00:00,1248.0,235.0
2023-07-17 21:00:00,1247.0,235.0
2023-07-17 22:00:00,1296.0,236.0
2023-07-17 23:00:00,1286.0,236.0
