Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,hydro,other
41256,2023-09-18 00:00:00,2024-07-17 00:00:00,3.1,0.0,460.0,0.0
41257,2023-09-18 01:00:00,2024-07-17 00:00:00,3.1,0.0,68.0,0.0
41258,2023-09-18 02:00:00,2024-07-17 00:00:00,3.1,0.0,62.0,0.0
41259,2023-09-18 03:00:00,2024-07-17 00:00:00,3.1,0.0,62.0,0.0
41260,2023-09-18 04:00:00,2024-07-17 00:00:00,3.1,0.0,60.0,0.0
41261,2023-09-18 05:00:00,2024-07-17 00:00:00,3.1,0.0,11.0,0.0
41262,2023-09-18 06:00:00,2024-07-17 00:00:00,3.1,0.0,27.0,0.0
41263,2023-09-18 07:00:00,2024-07-17 00:00:00,3.1,0.0,28.0,0.0
41264,2023-09-18 08:00:00,2024-07-17 00:00:00,3.1,0.0,28.0,0.0
41265,2023-09-18 09:00:00,2024-07-17 00:00:00,3.1,0.0,27.0,0.0
41266,2023-09-18 10:00:00,2024-07-17 00:00:00,3.1,0.0,29.0,0.0
41267,2023-09-18 11:00:00,2024-07-17 00:00:00,3.1,0.0,47.0,0.0
41268,2023-09-18 12:00:00,2024-07-17 00:00:00,3.1,0.0,47.0,0.0
41269,2023-09-18 13:00:00,2024-07-17 00:00:00,3.1,0.0,30.0,0.0
41270,2023-09-18 14:00:00,2024-07-17 00:00:00,3.1,0.0,71.0,0.0
41271,2023-09-18 15:00:00,2024-07-17 00:00:00,3.1,0.0,72.0,0.0
41272,2023-09-18 16:00:00,2024-07-17 00:00:00,3.1,0.0,72.0,0.0
41273,2023-09-18 17:00:00,2024-07-17 00:00:00,3.1,0.0,74.0,0.0
41274,2023-09-18 18:00:00,2024-07-17 00:00:00,3.1,0.0,120.0,0.0
41275,2023-09-18 19:00:00,2024-07-17 00:00:00,3.1,0.0,157.0,0.0
41276,2023-09-18 20:00:00,2024-07-17 00:00:00,3.1,0.0,253.0,0.0
41277,2023-09-18 21:00:00,2024-07-17 00:00:00,3.1,0.0,688.0,0.0
41278,2023-09-18 22:00:00,2024-07-17 00:00:00,3.1,0.0,864.0,0.0
41279,2023-09-18 23:00:00,2024-07-17 00:00:00,3.1,0.0,870.0,0.0
