UTC time,hydro,other
2023-07-03 00:00:00,556.0,235.0
2023-07-03 01:00:00,83.0,235.0
2023-07-03 02:00:00,24.0,235.0
2023-07-03 03:00:00,12.0,225.0
2023-07-03 04:00:00,11.0,214.0
2023-07-03 05:00:00,16.0,211.0
2023-07-03 06:00:00,45.0,210.0
2023-07-03 07:00:00,44.0,205.0
2023-07-03 08:00:00,43.0,201.0
2023-07-03 09:00:00,43.0,201.0
2023-07-03 10:00:00,42.0,202.0
2023-07-03 11:00:00,43.0,203.0
2023-07-03 12:00:00,44.0,206.0
2023-07-03 13:00:00,56.0,210.0
2023-07-03 14:00:00,53.0,231.0
2023-07-03 15:00:00,78.0,236.0
2023-07-03 16:00:00,76.0,236.0
2023-07-03 17:00:00,139.0,235.0
2023-07-03 18:00:00,419.0,235.0
2023-07-03 19:00:00,891.0,235.0
2023-07-03 20:00:00,1196.0,235.0
2023-07-03 21:00:00,1239.0,235.0
2023-07-03 22:00:00,1291.0,235.0
2023-07-03 23:00:00,1359.0,235.0
