Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,hydro,other
36072,2023-02-14 00:00:00,2024-07-17 00:00:00,3.1,131.8,760.0,226.0
36073,2023-02-14 01:00:00,2024-07-17 00:00:00,3.1,137.93,713.0,225.0
36074,2023-02-14 02:00:00,2024-07-17 00:00:00,3.1,130.16,769.0,225.0
36075,2023-02-14 03:00:00,2024-07-17 00:00:00,3.1,138.1,715.0,226.0
36076,2023-02-14 04:00:00,2024-07-17 00:00:00,3.1,143.42,659.0,219.0
36077,2023-02-14 05:00:00,2024-07-17 00:00:00,3.1,135.04,619.0,190.0
36078,2023-02-14 06:00:00,2024-07-17 00:00:00,3.1,120.98,623.0,166.0
36079,2023-02-14 07:00:00,2024-07-17 00:00:00,3.1,103.01,756.0,165.0
36080,2023-02-14 08:00:00,2024-07-17 00:00:00,3.1,102.79,758.0,165.0
36081,2023-02-14 09:00:00,2024-07-17 00:00:00,3.1,102.57,760.0,165.0
36082,2023-02-14 10:00:00,2024-07-17 00:00:00,3.1,103.24,754.0,165.0
36083,2023-02-14 11:00:00,2024-07-17 00:00:00,3.1,103.98,752.0,166.0
36084,2023-02-14 12:00:00,2024-07-17 00:00:00,3.1,118.26,757.0,196.0
36085,2023-02-14 13:00:00,2024-07-17 00:00:00,3.1,123.06,819.0,223.0
36086,2023-02-14 14:00:00,2024-07-17 00:00:00,3.1,115.82,892.0,225.0
36087,2023-02-14 15:00:00,2024-07-17 00:00:00,3.1,123.06,830.0,226.0
36088,2023-02-14 16:00:00,2024-07-17 00:00:00,3.1,121.0,848.0,226.0
36089,2023-02-14 17:00:00,2024-07-17 00:00:00,3.1,121.02,844.0,225.0
36090,2023-02-14 18:00:00,2024-07-17 00:00:00,3.1,111.47,840.0,202.0
36091,2023-02-14 19:00:00,2024-07-17 00:00:00,3.1,112.21,829.0,201.0
36092,2023-02-14 20:00:00,2024-07-17 00:00:00,3.1,112.33,832.0,202.0
36093,2023-02-14 21:00:00,2024-07-17 00:00:00,3.1,113.43,822.0,202.0
36094,2023-02-14 22:00:00,2024-07-17 00:00:00,3.1,112.77,828.0,202.0
36095,2023-02-14 23:00:00,2024-07-17 00:00:00,3.1,113.2,820.0,201.0
