UTC time,hydro,other
2023-10-03 00:00:00,554.0,0.0
2023-10-03 01:00:00,129.0,0.0
2023-10-03 02:00:00,69.0,0.0
2023-10-03 03:00:00,51.0,0.0
2023-10-03 04:00:00,33.0,0.0
2023-10-03 05:00:00,30.0,0.0
2023-10-03 06:00:00,9.0,0.0
2023-10-03 07:00:00,8.0,0.0
2023-10-03 08:00:00,7.0,0.0
2023-10-03 09:00:00,7.0,0.0
2023-10-03 10:00:00,7.0,0.0
2023-10-03 11:00:00,8.0,0.0
2023-10-03 12:00:00,31.0,0.0
2023-10-03 13:00:00,30.0,0.0
2023-10-03 14:00:00,31.0,0.0
2023-10-03 15:00:00,31.0,0.0
2023-10-03 16:00:00,46.0,0.0
2023-10-03 17:00:00,47.0,0.0
2023-10-03 18:00:00,66.0,0.0
2023-10-03 19:00:00,392.0,0.0
2023-10-03 20:00:00,448.0,0.0
2023-10-03 21:00:00,759.0,0.0
2023-10-03 22:00:00,854.0,0.0
2023-10-03 23:00:00,873.0,0.0
