UTC time,hydro,other
2023-09-10 00:00:00,67.0,0.0
2023-09-10 01:00:00,63.0,0.0
2023-09-10 02:00:00,24.0,0.0
2023-09-10 03:00:00,9.0,0.0
2023-09-10 04:00:00,8.0,0.0
2023-09-10 05:00:00,8.0,0.0
2023-09-10 06:00:00,8.0,0.0
2023-09-10 07:00:00,8.0,0.0
2023-09-10 08:00:00,8.0,0.0
2023-09-10 09:00:00,8.0,0.0
2023-09-10 10:00:00,8.0,0.0
2023-09-10 11:00:00,8.0,0.0
2023-09-10 12:00:00,8.0,0.0
2023-09-10 13:00:00,8.0,0.0
2023-09-10 14:00:00,8.0,0.0
2023-09-10 15:00:00,8.0,0.0
2023-09-10 16:00:00,10.0,0.0
2023-09-10 17:00:00,56.0,0.0
2023-09-10 18:00:00,56.0,0.0
2023-09-10 19:00:00,58.0,0.0
2023-09-10 20:00:00,72.0,0.0
2023-09-10 21:00:00,406.0,0.0
2023-09-10 22:00:00,558.0,0.0
2023-09-10 23:00:00,221.0,0.0
