UTC time,hydro,other
2023-04-26 00:00:00,525.0,0.0
2023-04-26 01:00:00,524.0,0.0
2023-04-26 02:00:00,461.0,0.0
2023-04-26 03:00:00,469.0,0.0
2023-04-26 04:00:00,472.0,0.0
2023-04-26 05:00:00,470.0,0.0
2023-04-26 06:00:00,375.0,0.0
2023-04-26 07:00:00,378.0,0.0
2023-04-26 08:00:00,375.0,0.0
2023-04-26 09:00:00,376.0,0.0
2023-04-26 10:00:00,396.0,0.0
2023-04-26 11:00:00,420.0,0.0
2023-04-26 12:00:00,487.0,0.0
2023-04-26 13:00:00,516.0,0.0
2023-04-26 14:00:00,517.0,0.0
2023-04-26 15:00:00,494.0,0.0
2023-04-26 16:00:00,597.0,0.0
2023-04-26 17:00:00,605.0,0.0
2023-04-26 18:00:00,600.0,0.0
2023-04-26 19:00:00,601.0,0.0
2023-04-26 20:00:00,602.0,0.0
2023-04-26 21:00:00,603.0,0.0
2023-04-26 22:00:00,599.0,0.0
2023-04-26 23:00:00,601.0,0.0
