UTC time,hydro,other
2023-06-24 00:00:00,656.0,236.0
2023-06-24 01:00:00,354.0,235.0
2023-06-24 02:00:00,337.0,235.0
2023-06-24 03:00:00,290.0,217.0
2023-06-24 04:00:00,286.0,188.0
2023-06-24 05:00:00,294.0,183.0
2023-06-24 06:00:00,210.0,205.0
2023-06-24 07:00:00,206.0,203.0
2023-06-24 08:00:00,207.0,199.0
2023-06-24 09:00:00,115.0,197.0
2023-06-24 10:00:00,112.0,198.0
2023-06-24 11:00:00,83.0,197.0
2023-06-24 12:00:00,84.0,199.0
2023-06-24 13:00:00,28.0,201.0
2023-06-24 14:00:00,31.0,204.0
2023-06-24 15:00:00,35.0,218.0
2023-06-24 16:00:00,32.0,231.0
2023-06-24 17:00:00,30.0,233.0
2023-06-24 18:00:00,38.0,236.0
2023-06-24 19:00:00,52.0,235.0
2023-06-24 20:00:00,390.0,236.0
2023-06-24 21:00:00,853.0,236.0
2023-06-24 22:00:00,1054.0,235.0
2023-06-24 23:00:00,1109.0,235.0
