Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,hydro,other
35616,2023-01-26 00:00:00,2024-07-17 00:00:00,3.1,235.19,515.0,234.0
35617,2023-01-26 01:00:00,2024-07-17 00:00:00,3.1,193.72,701.0,235.0
35618,2023-01-26 02:00:00,2024-07-17 00:00:00,3.1,248.05,470.0,233.0
35619,2023-01-26 03:00:00,2024-07-17 00:00:00,3.1,334.27,277.0,235.0
35620,2023-01-26 04:00:00,2024-07-17 00:00:00,3.1,434.87,151.0,234.0
35621,2023-01-26 05:00:00,2024-07-17 00:00:00,3.1,432.38,154.0,235.0
35622,2023-01-26 06:00:00,2024-07-17 00:00:00,3.1,407.01,179.0,234.0
35623,2023-01-26 07:00:00,2024-07-17 00:00:00,3.1,409.35,178.0,236.0
35624,2023-01-26 08:00:00,2024-07-17 00:00:00,3.1,406.09,180.0,234.0
35625,2023-01-26 09:00:00,2024-07-17 00:00:00,3.1,373.91,219.0,235.0
35626,2023-01-26 10:00:00,2024-07-17 00:00:00,3.1,373.19,219.0,234.0
35627,2023-01-26 11:00:00,2024-07-17 00:00:00,3.1,402.24,185.0,235.0
35628,2023-01-26 12:00:00,2024-07-17 00:00:00,3.1,394.3,194.0,235.0
35629,2023-01-26 13:00:00,2024-07-17 00:00:00,3.1,156.6,963.0,235.0
35630,2023-01-26 14:00:00,2024-07-17 00:00:00,3.1,129.53,1265.0,234.0
35631,2023-01-26 15:00:00,2024-07-17 00:00:00,3.1,126.1,1321.0,235.0
35632,2023-01-26 16:00:00,2024-07-17 00:00:00,3.1,136.59,1176.0,235.0
35633,2023-01-26 17:00:00,2024-07-17 00:00:00,3.1,164.34,897.0,235.0
35634,2023-01-26 18:00:00,2024-07-17 00:00:00,3.1,278.72,387.0,234.0
35635,2023-01-26 19:00:00,2024-07-17 00:00:00,3.1,322.05,298.0,235.0
35636,2023-01-26 20:00:00,2024-07-17 00:00:00,3.1,322.05,298.0,235.0
35637,2023-01-26 21:00:00,2024-07-17 00:00:00,3.1,354.27,246.0,235.0
35638,2023-01-26 22:00:00,2024-07-17 00:00:00,3.1,370.86,223.0,235.0
35639,2023-01-26 23:00:00,2024-07-17 00:00:00,3.1,356.32,242.0,234.0
