Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,hydro,other
41688,2023-10-06 00:00:00,2024-07-17 00:00:00,3.1,0.0,340.0,0.0
41689,2023-10-06 01:00:00,2024-07-17 00:00:00,3.1,0.0,266.0,0.0
41690,2023-10-06 02:00:00,2024-07-17 00:00:00,3.1,0.0,221.0,0.0
41691,2023-10-06 03:00:00,2024-07-17 00:00:00,3.1,0.0,187.0,0.0
41692,2023-10-06 04:00:00,2024-07-17 00:00:00,3.1,0.0,187.0,0.0
41693,2023-10-06 05:00:00,2024-07-17 00:00:00,3.1,0.0,134.0,0.0
41694,2023-10-06 06:00:00,2024-07-17 00:00:00,3.1,0.0,107.0,0.0
41695,2023-10-06 07:00:00,2024-07-17 00:00:00,3.1,0.0,86.0,0.0
41696,2023-10-06 08:00:00,2024-07-17 00:00:00,3.1,0.0,52.0,0.0
41697,2023-10-06 09:00:00,2024-07-17 00:00:00,3.1,0.0,57.0,0.0
41698,2023-10-06 10:00:00,2024-07-17 00:00:00,3.1,0.0,34.0,0.0
41699,2023-10-06 11:00:00,2024-07-17 00:00:00,3.1,0.0,36.0,0.0
41700,2023-10-06 12:00:00,2024-07-17 00:00:00,3.1,0.0,56.0,0.0
41701,2023-10-06 13:00:00,2024-07-17 00:00:00,3.1,0.0,55.0,0.0
41702,2023-10-06 14:00:00,2024-07-17 00:00:00,3.1,0.0,95.0,0.0
41703,2023-10-06 15:00:00,2024-07-17 00:00:00,3.1,0.0,99.0,0.0
41704,2023-10-06 16:00:00,2024-07-17 00:00:00,3.1,0.0,102.0,0.0
41705,2023-10-06 17:00:00,2024-07-17 00:00:00,3.1,0.0,121.0,0.0
41706,2023-10-06 18:00:00,2024-07-17 00:00:00,3.1,0.0,130.0,0.0
41707,2023-10-06 19:00:00,2024-07-17 00:00:00,3.1,0.0,321.0,0.0
41708,2023-10-06 20:00:00,2024-07-17 00:00:00,3.1,0.0,200.0,0.0
41709,2023-10-06 21:00:00,2024-07-17 00:00:00,3.1,0.0,261.0,0.0
41710,2023-10-06 22:00:00,2024-07-17 00:00:00,3.1,0.0,322.0,0.0
41711,2023-10-06 23:00:00,2024-07-17 00:00:00,3.1,0.0,369.0,0.0
