Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,hydro,other
35472,2023-01-20 00:00:00,2024-07-17 00:00:00,3.1,97.92,1145.0,235.0
35473,2023-01-20 01:00:00,2024-07-17 00:00:00,3.1,91.2,1252.0,236.0
35474,2023-01-20 02:00:00,2024-07-17 00:00:00,3.1,114.71,943.0,235.0
35475,2023-01-20 03:00:00,2024-07-17 00:00:00,3.1,163.59,591.0,235.0
35476,2023-01-20 04:00:00,2024-07-17 00:00:00,3.1,232.57,346.0,235.0
35477,2023-01-20 05:00:00,2024-07-17 00:00:00,3.1,315.71,193.0,235.0
35478,2023-01-20 06:00:00,2024-07-17 00:00:00,3.1,333.87,169.0,234.0
35479,2023-01-20 07:00:00,2024-07-17 00:00:00,3.1,333.4,150.0,207.0
35480,2023-01-20 08:00:00,2024-07-17 00:00:00,3.1,390.31,97.0,205.0
35481,2023-01-20 09:00:00,2024-07-17 00:00:00,3.1,398.08,92.0,207.0
35482,2023-01-20 10:00:00,2024-07-17 00:00:00,3.1,531.17,17.0,206.0
35483,2023-01-20 11:00:00,2024-07-17 00:00:00,3.1,487.81,37.0,207.0
35484,2023-01-20 12:00:00,2024-07-17 00:00:00,3.1,124.71,751.0,208.0
35485,2023-01-20 13:00:00,2024-07-17 00:00:00,3.1,82.8,1397.0,235.0
35486,2023-01-20 14:00:00,2024-07-17 00:00:00,3.1,82.24,1408.0,235.0
35487,2023-01-20 15:00:00,2024-07-17 00:00:00,3.1,82.84,1402.0,236.0
35488,2023-01-20 16:00:00,2024-07-17 00:00:00,3.1,87.01,1318.0,235.0
35489,2023-01-20 17:00:00,2024-07-17 00:00:00,3.1,122.47,872.0,236.0
35490,2023-01-20 18:00:00,2024-07-17 00:00:00,3.1,210.8,406.0,235.0
35491,2023-01-20 19:00:00,2024-07-17 00:00:00,3.1,430.79,79.0,236.0
35492,2023-01-20 20:00:00,2024-07-17 00:00:00,3.1,434.49,76.0,235.0
35493,2023-01-20 21:00:00,2024-07-17 00:00:00,3.1,429.43,80.0,236.0
35494,2023-01-20 22:00:00,2024-07-17 00:00:00,3.1,444.49,69.0,235.0
35495,2023-01-20 23:00:00,2024-07-17 00:00:00,3.1,439.16,73.0,236.0
