UTC time,hydro,other
2023-12-07 00:00:00,594.0,0.0
2023-12-07 01:00:00,434.0,0.0
2023-12-07 02:00:00,161.0,0.0
2023-12-07 03:00:00,62.0,0.0
2023-12-07 04:00:00,9.0,0.0
2023-12-07 05:00:00,7.0,0.0
2023-12-07 06:00:00,7.0,0.0
2023-12-07 07:00:00,8.0,0.0
2023-12-07 08:00:00,7.0,0.0
2023-12-07 09:00:00,7.0,0.0
2023-12-07 10:00:00,8.0,0.0
2023-12-07 11:00:00,8.0,0.0
2023-12-07 12:00:00,75.0,0.0
2023-12-07 13:00:00,403.0,0.0
2023-12-07 14:00:00,380.0,0.0
2023-12-07 15:00:00,269.0,0.0
2023-12-07 16:00:00,343.0,0.0
2023-12-07 17:00:00,152.0,0.0
2023-12-07 18:00:00,21.0,0.0
2023-12-07 19:00:00,19.0,0.0
2023-12-07 20:00:00,18.0,0.0
2023-12-07 21:00:00,19.0,0.0
2023-12-07 22:00:00,21.0,0.0
2023-12-07 23:00:00,79.0,0.0
