UTC time,hydro,other
2023-01-22 00:00:00,70.0,236.0
2023-01-22 01:00:00,68.0,236.0
2023-01-22 02:00:00,68.0,234.0
2023-01-22 03:00:00,74.0,236.0
2023-01-22 04:00:00,61.0,235.0
2023-01-22 05:00:00,59.0,235.0
2023-01-22 06:00:00,36.0,235.0
2023-01-22 07:00:00,20.0,235.0
2023-01-22 08:00:00,20.0,236.0
2023-01-22 09:00:00,20.0,235.0
2023-01-22 10:00:00,17.0,235.0
2023-01-22 11:00:00,17.0,236.0
2023-01-22 12:00:00,20.0,235.0
2023-01-22 13:00:00,64.0,236.0
2023-01-22 14:00:00,162.0,235.0
2023-01-22 15:00:00,261.0,235.0
2023-01-22 16:00:00,306.0,235.0
2023-01-22 17:00:00,537.0,235.0
2023-01-22 18:00:00,602.0,235.0
2023-01-22 19:00:00,260.0,235.0
2023-01-22 20:00:00,253.0,236.0
2023-01-22 21:00:00,256.0,235.0
2023-01-22 22:00:00,263.0,236.0
2023-01-22 23:00:00,442.0,235.0
