UTC time,hydro,other
2023-02-07 00:00:00,152.0,201.0
2023-02-07 01:00:00,248.0,201.0
2023-02-07 02:00:00,206.0,201.0
2023-02-07 03:00:00,79.0,201.0
2023-02-07 04:00:00,42.0,200.0
2023-02-07 05:00:00,38.0,182.0
2023-02-07 06:00:00,36.0,180.0
2023-02-07 07:00:00,30.0,168.0
2023-02-07 08:00:00,39.0,167.0
2023-02-07 09:00:00,39.0,167.0
2023-02-07 10:00:00,40.0,168.0
2023-02-07 11:00:00,39.0,170.0
2023-02-07 12:00:00,187.0,171.0
2023-02-07 13:00:00,477.0,185.0
2023-02-07 14:00:00,474.0,200.0
2023-02-07 15:00:00,471.0,201.0
2023-02-07 16:00:00,393.0,201.0
2023-02-07 17:00:00,213.0,201.0
2023-02-07 18:00:00,251.0,225.0
2023-02-07 19:00:00,379.0,225.0
2023-02-07 20:00:00,386.0,225.0
2023-02-07 21:00:00,391.0,225.0
2023-02-07 22:00:00,433.0,224.0
2023-02-07 23:00:00,621.0,202.0
