UTC time,hydro,other
2023-01-26 00:00:00,515.0,234.0
2023-01-26 01:00:00,701.0,235.0
2023-01-26 02:00:00,470.0,233.0
2023-01-26 03:00:00,277.0,235.0
2023-01-26 04:00:00,151.0,234.0
2023-01-26 05:00:00,154.0,235.0
2023-01-26 06:00:00,179.0,234.0
2023-01-26 07:00:00,178.0,236.0
2023-01-26 08:00:00,180.0,234.0
2023-01-26 09:00:00,219.0,235.0
2023-01-26 10:00:00,219.0,234.0
2023-01-26 11:00:00,185.0,235.0
2023-01-26 12:00:00,194.0,235.0
2023-01-26 13:00:00,963.0,235.0
2023-01-26 14:00:00,1265.0,234.0
2023-01-26 15:00:00,1321.0,235.0
2023-01-26 16:00:00,1176.0,235.0
2023-01-26 17:00:00,897.0,235.0
2023-01-26 18:00:00,387.0,234.0
2023-01-26 19:00:00,298.0,235.0
2023-01-26 20:00:00,298.0,235.0
2023-01-26 21:00:00,246.0,235.0
2023-01-26 22:00:00,223.0,235.0
2023-01-26 23:00:00,242.0,234.0
