Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,hydro,other
39984,2023-07-27 00:00:00,2024-07-17 00:00:00,3.1,129.58,1275.0,236.0
39985,2023-07-27 01:00:00,2024-07-17 00:00:00,3.1,133.86,1211.0,235.0
39986,2023-07-27 02:00:00,2024-07-17 00:00:00,3.1,195.19,690.0,234.0
39987,2023-07-27 03:00:00,2024-07-17 00:00:00,3.1,273.78,401.0,235.0
39988,2023-07-27 04:00:00,2024-07-17 00:00:00,3.1,272.61,404.0,235.0
39989,2023-07-27 05:00:00,2024-07-17 00:00:00,3.1,275.84,384.0,228.0
39990,2023-07-27 06:00:00,2024-07-17 00:00:00,3.1,413.09,146.0,198.0
39991,2023-07-27 07:00:00,2024-07-17 00:00:00,3.1,443.74,116.0,190.0
39992,2023-07-27 08:00:00,2024-07-17 00:00:00,3.1,527.69,65.0,190.0
39993,2023-07-27 09:00:00,2024-07-17 00:00:00,3.1,572.34,44.0,189.0
39994,2023-07-27 10:00:00,2024-07-17 00:00:00,3.1,577.62,42.0,190.0
39995,2023-07-27 11:00:00,2024-07-17 00:00:00,3.1,531.63,67.0,202.0
39996,2023-07-27 12:00:00,2024-07-17 00:00:00,3.1,312.13,280.0,208.0
39997,2023-07-27 13:00:00,2024-07-17 00:00:00,3.1,329.84,282.0,233.0
39998,2023-07-27 14:00:00,2024-07-17 00:00:00,3.1,331.98,282.0,236.0
39999,2023-07-27 15:00:00,2024-07-17 00:00:00,3.1,317.1,307.0,235.0
40000,2023-07-27 16:00:00,2024-07-17 00:00:00,3.1,342.36,264.0,235.0
40001,2023-07-27 17:00:00,2024-07-17 00:00:00,3.1,216.44,588.0,234.0
40002,2023-07-27 18:00:00,2024-07-17 00:00:00,3.1,144.08,1088.0,235.0
40003,2023-07-27 19:00:00,2024-07-17 00:00:00,3.1,129.48,1271.0,235.0
40004,2023-07-27 20:00:00,2024-07-17 00:00:00,3.1,129.72,1273.0,236.0
40005,2023-07-27 21:00:00,2024-07-17 00:00:00,3.1,129.0,1278.0,235.0
40006,2023-07-27 22:00:00,2024-07-17 00:00:00,3.1,125.44,1331.0,235.0
40007,2023-07-27 23:00:00,2024-07-17 00:00:00,3.1,126.4,1322.0,236.0
