UTC time,hydro,other
2023-09-22 00:00:00,553.0,0.0
2023-09-22 01:00:00,295.0,0.0
2023-09-22 02:00:00,98.0,0.0
2023-09-22 03:00:00,38.0,0.0
2023-09-22 04:00:00,7.0,0.0
2023-09-22 05:00:00,7.0,0.0
2023-09-22 06:00:00,7.0,0.0
2023-09-22 07:00:00,7.0,0.0
2023-09-22 08:00:00,8.0,0.0
2023-09-22 09:00:00,8.0,0.0
2023-09-22 10:00:00,7.0,0.0
2023-09-22 11:00:00,8.0,0.0
2023-09-22 12:00:00,7.0,0.0
2023-09-22 13:00:00,7.0,0.0
2023-09-22 14:00:00,10.0,0.0
2023-09-22 15:00:00,75.0,0.0
2023-09-22 16:00:00,99.0,0.0
2023-09-22 17:00:00,102.0,0.0
2023-09-22 18:00:00,123.0,0.0
2023-09-22 19:00:00,147.0,0.0
2023-09-22 20:00:00,266.0,0.0
2023-09-22 21:00:00,507.0,0.0
2023-09-22 22:00:00,669.0,0.0
2023-09-22 23:00:00,514.0,0.0
