Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,hydro,other
40272,2023-08-08 00:00:00,2024-07-17 00:00:00,3.1,24.0,861.0,0.0
40273,2023-08-08 01:00:00,2024-07-17 00:00:00,3.1,24.0,376.0,0.0
40274,2023-08-08 02:00:00,2024-07-17 00:00:00,3.1,24.0,196.0,0.0
40275,2023-08-08 03:00:00,2024-07-17 00:00:00,3.1,24.0,129.0,0.0
40276,2023-08-08 04:00:00,2024-07-17 00:00:00,3.1,24.0,84.0,0.0
40277,2023-08-08 05:00:00,2024-07-17 00:00:00,3.1,24.0,85.0,0.0
40278,2023-08-08 06:00:00,2024-07-17 00:00:00,3.1,24.0,83.0,0.0
40279,2023-08-08 07:00:00,2024-07-17 00:00:00,3.1,24.0,83.0,0.0
40280,2023-08-08 08:00:00,2024-07-17 00:00:00,3.1,24.0,81.0,0.0
40281,2023-08-08 09:00:00,2024-07-17 00:00:00,3.1,24.0,65.0,0.0
40282,2023-08-08 10:00:00,2024-07-17 00:00:00,3.1,24.0,63.0,0.0
40283,2023-08-08 11:00:00,2024-07-17 00:00:00,3.1,24.0,65.0,0.0
40284,2023-08-08 12:00:00,2024-07-17 00:00:00,3.1,24.0,115.0,0.0
40285,2023-08-08 13:00:00,2024-07-17 00:00:00,3.1,24.0,119.0,0.0
40286,2023-08-08 14:00:00,2024-07-17 00:00:00,3.1,24.0,222.0,0.0
40287,2023-08-08 15:00:00,2024-07-17 00:00:00,3.1,24.0,215.0,0.0
40288,2023-08-08 16:00:00,2024-07-17 00:00:00,3.1,24.0,216.0,0.0
40289,2023-08-08 17:00:00,2024-07-17 00:00:00,3.1,24.0,310.0,0.0
40290,2023-08-08 18:00:00,2024-07-17 00:00:00,3.1,24.0,334.0,0.0
40291,2023-08-08 19:00:00,2024-07-17 00:00:00,3.1,24.0,493.0,0.0
40292,2023-08-08 20:00:00,2024-07-17 00:00:00,3.1,24.0,1042.0,0.0
40293,2023-08-08 21:00:00,2024-07-17 00:00:00,3.1,24.0,1210.0,0.0
40294,2023-08-08 22:00:00,2024-07-17 00:00:00,3.1,24.0,1268.0,0.0
40295,2023-08-08 23:00:00,2024-07-17 00:00:00,3.1,24.0,1215.0,0.0
