Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,hydro,other
36696,2023-03-12 00:00:00,2024-07-17 00:00:00,3.1,0.0,931.0,0.0
36697,2023-03-12 01:00:00,2024-07-17 00:00:00,3.1,0.0,927.0,0.0
36698,2023-03-12 02:00:00,2024-07-17 00:00:00,3.1,0.0,924.0,0.0
36699,2023-03-12 03:00:00,2024-07-17 00:00:00,3.1,0.0,929.0,0.0
36700,2023-03-12 04:00:00,2024-07-17 00:00:00,3.1,0.0,936.0,0.0
36701,2023-03-12 05:00:00,2024-07-17 00:00:00,3.1,0.0,931.0,0.0
36702,2023-03-12 06:00:00,2024-07-17 00:00:00,3.1,0.0,932.0,0.0
36703,2023-03-12 07:00:00,2024-07-17 00:00:00,3.1,0.0,934.0,0.0
36704,2023-03-12 08:00:00,2024-07-17 00:00:00,3.1,0.0,931.0,0.0
36705,2023-03-12 09:00:00,2024-07-17 00:00:00,3.1,0.0,931.0,0.0
36706,2023-03-12 10:00:00,2024-07-17 00:00:00,3.1,0.0,934.0,0.0
36707,2023-03-12 11:00:00,2024-07-17 00:00:00,3.1,0.0,994.0,0.0
36708,2023-03-12 12:00:00,2024-07-17 00:00:00,3.1,0.0,1098.0,0.0
36709,2023-03-12 13:00:00,2024-07-17 00:00:00,3.1,0.0,1092.0,0.0
36710,2023-03-12 14:00:00,2024-07-17 00:00:00,3.1,0.0,1107.0,0.0
36711,2023-03-12 15:00:00,2024-07-17 00:00:00,3.1,0.0,1110.0,0.0
36712,2023-03-12 16:00:00,2024-07-17 00:00:00,3.1,0.0,1114.0,0.0
36713,2023-03-12 17:00:00,2024-07-17 00:00:00,3.1,0.0,1067.0,0.0
36714,2023-03-12 18:00:00,2024-07-17 00:00:00,3.1,0.0,1015.0,0.0
36715,2023-03-12 19:00:00,2024-07-17 00:00:00,3.1,0.0,1012.0,0.0
36716,2023-03-12 20:00:00,2024-07-17 00:00:00,3.1,0.0,1013.0,0.0
36717,2023-03-12 21:00:00,2024-07-17 00:00:00,3.1,0.0,1007.0,0.0
36718,2023-03-12 22:00:00,2024-07-17 00:00:00,3.1,0.0,953.0,0.0
36719,2023-03-12 23:00:00,2024-07-17 00:00:00,3.1,0.0,977.0,0.0
