UTC time,hydro,other
2023-01-11 00:00:00,282.0,235.0
2023-01-11 01:00:00,404.0,235.0
2023-01-11 02:00:00,418.0,235.0
2023-01-11 03:00:00,361.0,235.0
2023-01-11 04:00:00,258.0,234.0
2023-01-11 05:00:00,153.0,236.0
2023-01-11 06:00:00,26.0,235.0
2023-01-11 07:00:00,34.0,235.0
2023-01-11 08:00:00,37.0,234.0
2023-01-11 09:00:00,56.0,235.0
2023-01-11 10:00:00,54.0,235.0
2023-01-11 11:00:00,57.0,235.0
2023-01-11 12:00:00,65.0,236.0
2023-01-11 13:00:00,718.0,235.0
2023-01-11 14:00:00,834.0,235.0
2023-01-11 15:00:00,453.0,235.0
2023-01-11 16:00:00,356.0,235.0
2023-01-11 17:00:00,208.0,236.0
2023-01-11 18:00:00,139.0,235.0
2023-01-11 19:00:00,100.0,235.0
2023-01-11 20:00:00,96.0,235.0
2023-01-11 21:00:00,29.0,235.0
2023-01-11 22:00:00,25.0,235.0
2023-01-11 23:00:00,50.0,235.0
