UTC time,hydro,other
2023-09-09 00:00:00,507.0,0.0
2023-09-09 01:00:00,192.0,0.0
2023-09-09 02:00:00,84.0,0.0
2023-09-09 03:00:00,34.0,0.0
2023-09-09 04:00:00,7.0,0.0
2023-09-09 05:00:00,8.0,0.0
2023-09-09 06:00:00,7.0,0.0
2023-09-09 07:00:00,8.0,0.0
2023-09-09 08:00:00,8.0,0.0
2023-09-09 09:00:00,8.0,0.0
2023-09-09 10:00:00,8.0,0.0
2023-09-09 11:00:00,8.0,0.0
2023-09-09 12:00:00,8.0,0.0
2023-09-09 13:00:00,7.0,0.0
2023-09-09 14:00:00,18.0,0.0
2023-09-09 15:00:00,18.0,0.0
2023-09-09 16:00:00,18.0,0.0
2023-09-09 17:00:00,45.0,0.0
2023-09-09 18:00:00,69.0,0.0
2023-09-09 19:00:00,70.0,0.0
2023-09-09 20:00:00,193.0,0.0
2023-09-09 21:00:00,460.0,0.0
2023-09-09 22:00:00,606.0,0.0
2023-09-09 23:00:00,194.0,0.0
