Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,hydro,other
35160,2023-01-07 00:00:00,2024-07-17 00:00:00,3.1,338.57,270.0,235.0
35161,2023-01-07 01:00:00,2024-07-17 00:00:00,3.1,289.01,366.0,236.0
35162,2023-01-07 02:00:00,2024-07-17 00:00:00,3.1,337.33,272.0,235.0
35163,2023-01-07 03:00:00,2024-07-17 00:00:00,3.1,449.43,139.0,236.0
35164,2023-01-07 04:00:00,2024-07-17 00:00:00,3.1,502.49,97.0,235.0
35165,2023-01-07 05:00:00,2024-07-17 00:00:00,3.1,503.94,96.0,235.0
35166,2023-01-07 06:00:00,2024-07-17 00:00:00,3.1,503.94,96.0,235.0
35167,2023-01-07 07:00:00,2024-07-17 00:00:00,3.1,507.44,94.0,236.0
35168,2023-01-07 08:00:00,2024-07-17 00:00:00,3.1,503.94,96.0,235.0
35169,2023-01-07 09:00:00,2024-07-17 00:00:00,3.1,499.63,99.0,235.0
35170,2023-01-07 10:00:00,2024-07-17 00:00:00,3.1,473.39,118.0,234.0
35171,2023-01-07 11:00:00,2024-07-17 00:00:00,3.1,479.82,114.0,236.0
35172,2023-01-07 12:00:00,2024-07-17 00:00:00,3.1,527.27,81.0,236.0
35173,2023-01-07 13:00:00,2024-07-17 00:00:00,3.1,526.72,81.0,235.0
35174,2023-01-07 14:00:00,2024-07-17 00:00:00,3.1,531.54,78.0,235.0
35175,2023-01-07 15:00:00,2024-07-17 00:00:00,3.1,535.33,76.0,236.0
35176,2023-01-07 16:00:00,2024-07-17 00:00:00,3.1,524.11,83.0,236.0
35177,2023-01-07 17:00:00,2024-07-17 00:00:00,3.1,525.14,82.0,235.0
35178,2023-01-07 18:00:00,2024-07-17 00:00:00,3.1,473.4,119.0,236.0
35179,2023-01-07 19:00:00,2024-07-17 00:00:00,3.1,474.67,118.0,236.0
35180,2023-01-07 20:00:00,2024-07-17 00:00:00,3.1,479.15,115.0,237.0
35181,2023-01-07 21:00:00,2024-07-17 00:00:00,3.1,467.16,124.0,236.0
35182,2023-01-07 22:00:00,2024-07-17 00:00:00,3.1,462.29,128.0,236.0
35183,2023-01-07 23:00:00,2024-07-17 00:00:00,3.1,346.89,257.0,235.0
