UTC time,hydro,other
2023-08-19 00:00:00,1077.0,0.0
2023-08-19 01:00:00,1031.0,0.0
2023-08-19 02:00:00,516.0,0.0
2023-08-19 03:00:00,398.0,0.0
2023-08-19 04:00:00,369.0,0.0
2023-08-19 05:00:00,350.0,0.0
2023-08-19 06:00:00,299.0,0.0
2023-08-19 07:00:00,176.0,0.0
2023-08-19 08:00:00,170.0,0.0
2023-08-19 09:00:00,172.0,0.0
2023-08-19 10:00:00,170.0,0.0
2023-08-19 11:00:00,167.0,0.0
2023-08-19 12:00:00,161.0,0.0
2023-08-19 13:00:00,170.0,0.0
2023-08-19 14:00:00,179.0,0.0
2023-08-19 15:00:00,179.0,0.0
2023-08-19 16:00:00,181.0,0.0
2023-08-19 17:00:00,196.0,0.0
2023-08-19 18:00:00,410.0,0.0
2023-08-19 19:00:00,648.0,0.0
2023-08-19 20:00:00,983.0,0.0
2023-08-19 21:00:00,1211.0,0.0
2023-08-19 22:00:00,1315.0,0.0
2023-08-19 23:00:00,1214.0,0.0
