UTC time,forecasted_avg_carbon_intensity
2023-08-05T00:00:00.000000000,848.40764
2023-08-05T01:00:00.000000000,979.50042
2023-08-05T02:00:00.000000000,1067.26205
2023-08-05T03:00:00.000000000,1094.92159
2023-08-05T04:00:00.000000000,1064.51883
2023-08-05T05:00:00.000000000,1010.49901
2023-08-05T06:00:00.000000000,942.76745
2023-08-05T07:00:00.000000000,879.88612
2023-08-05T08:00:00.000000000,859.0731
2023-08-05T09:00:00.000000000,906.80883
2023-08-05T10:00:00.000000000,992.39272
2023-08-05T11:00:00.000000000,1030.37041
2023-08-05T12:00:00.000000000,976.7486
2023-08-05T13:00:00.000000000,861.62863
2023-08-05T14:00:00.000000000,780.97442
2023-08-05T15:00:00.000000000,755.64949
2023-08-05T16:00:00.000000000,767.2097
2023-08-05T17:00:00.000000000,774.34186
2023-08-05T18:00:00.000000000,756.25037
2023-08-05T19:00:00.000000000,743.95313
2023-08-05T20:00:00.000000000,734.33445
2023-08-05T21:00:00.000000000,713.31926
2023-08-05T22:00:00.000000000,686.70816
2023-08-05T23:00:00.000000000,693.16719
2023-08-06T00:00:00.000000000,382.17224
2023-08-06T01:00:00.000000000,382.13018
2023-08-06T02:00:00.000000000,381.61326
2023-08-06T03:00:00.000000000,382.2057
2023-08-06T04:00:00.000000000,383.28613
2023-08-06T05:00:00.000000000,384.18813
2023-08-06T06:00:00.000000000,384.76644
2023-08-06T07:00:00.000000000,384.52576
2023-08-06T08:00:00.000000000,383.72987
2023-08-06T09:00:00.000000000,383.71933
2023-08-06T10:00:00.000000000,383.59013
2023-08-06T11:00:00.000000000,383.16949
2023-08-06T12:00:00.000000000,383.2545
2023-08-06T13:00:00.000000000,383.1428
2023-08-06T14:00:00.000000000,382.9753
2023-08-06T15:00:00.000000000,383.34659
2023-08-06T16:00:00.000000000,383.35703
2023-08-06T17:00:00.000000000,383.3206
2023-08-06T18:00:00.000000000,383.32143
2023-08-06T19:00:00.000000000,383.9684
2023-08-06T20:00:00.000000000,383.38967
2023-08-06T21:00:00.000000000,383.18795
2023-08-06T22:00:00.000000000,383.10594
2023-08-06T23:00:00.000000000,382.58622
2023-08-07T00:00:00.000000000,382.17224
2023-08-07T01:00:00.000000000,382.13018
2023-08-07T02:00:00.000000000,381.61326
2023-08-07T03:00:00.000000000,382.2057
2023-08-07T04:00:00.000000000,383.28613
2023-08-07T05:00:00.000000000,384.18813
2023-08-07T06:00:00.000000000,384.76644
2023-08-07T07:00:00.000000000,384.52576
2023-08-07T08:00:00.000000000,383.72987
2023-08-07T09:00:00.000000000,383.71933
2023-08-07T10:00:00.000000000,383.59013
2023-08-07T11:00:00.000000000,383.16949
2023-08-07T12:00:00.000000000,383.2545
2023-08-07T13:00:00.000000000,383.1428
2023-08-07T14:00:00.000000000,382.9753
2023-08-07T15:00:00.000000000,383.34659
2023-08-07T16:00:00.000000000,383.35703
2023-08-07T17:00:00.000000000,383.3206
2023-08-07T18:00:00.000000000,383.32143
2023-08-07T19:00:00.000000000,383.9684
2023-08-07T20:00:00.000000000,383.38967
2023-08-07T21:00:00.000000000,383.18795
2023-08-07T22:00:00.000000000,383.10594
2023-08-07T23:00:00.000000000,382.58622
2023-08-08T00:00:00.000000000,382.2045
2023-08-08T01:00:00.000000000,382.16744
2023-08-08T02:00:00.000000000,381.65065
2023-08-08T03:00:00.000000000,382.24022
2023-08-08T04:00:00.000000000,383.3169
2023-08-08T05:00:00.000000000,384.21447
2023-08-08T06:00:00.000000000,384.78631
2023-08-08T07:00:00.000000000,384.53692
2023-08-08T08:00:00.000000000,383.73666
2023-08-08T09:00:00.000000000,383.72963
2023-08-08T10:00:00.000000000,383.60953
2023-08-08T11:00:00.000000000,383.19514
2023-08-08T12:00:00.000000000,383.27882
2023-08-08T13:00:00.000000000,383.16034
2023-08-08T14:00:00.000000000,382.98576
2023-08-08T15:00:00.000000000,383.35439
2023-08-08T16:00:00.000000000,383.36531
2023-08-08T17:00:00.000000000,383.33041
2023-08-08T18:00:00.000000000,383.33127
2023-08-08T19:00:00.000000000,383.97815
2023-08-08T20:00:00.000000000,383.3992
2023-08-08T21:00:00.000000000,383.19905
2023-08-08T22:00:00.000000000,383.11929
2023-08-08T23:00:00.000000000,382.60479
