,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,oil,solar,other
0,2023-08-31 00:00:00,2023-09-03 15:38:40,3.0,349.27,15000.0,3738.0,0.0,170.0,4669.0
1,2023-08-31 01:00:00,2023-09-03 15:38:40,3.0,350.85,14720.0,3738.0,0.0,28.0,4637.0
2,2023-08-31 02:00:00,2023-09-03 15:38:40,3.0,348.91,13643.0,3740.0,0.0,28.0,4542.0
3,2023-08-31 03:00:00,2023-09-03 15:38:40,3.0,345.29,12429.0,3741.0,0.0,28.0,4328.0
4,2023-08-31 04:00:00,2023-09-03 15:38:40,3.0,340.13,11274.0,3744.0,0.0,28.0,4029.0
5,2023-08-31 05:00:00,2023-09-03 15:38:40,3.0,334.52,10180.0,3747.0,0.0,28.0,3749.0
6,2023-08-31 06:00:00,2023-09-03 15:38:40,3.0,331.19,9294.0,3748.0,0.0,28.0,3650.0
7,2023-08-31 07:00:00,2023-09-03 15:38:40,3.0,328.73,8691.0,3748.0,0.0,28.0,3584.0
8,2023-08-31 08:00:00,2023-09-03 15:38:40,3.0,325.54,8377.0,3749.0,0.0,28.0,3436.0
9,2023-08-31 09:00:00,2023-09-03 15:38:40,3.0,324.35,8224.0,3750.0,0.0,28.0,3391.0
10,2023-08-31 10:00:00,2023-09-03 15:38:40,3.0,325.35,8597.0,3751.0,0.0,28.0,3387.0
11,2023-08-31 11:00:00,2023-09-03 15:38:40,3.0,330.92,9129.0,3752.0,0.0,28.0,3663.0
12,2023-08-31 12:00:00,2023-09-03 15:38:40,3.0,330.58,9413.0,3753.0,0.0,100.0,3693.0
13,2023-08-31 13:00:00,2023-09-03 15:38:40,3.0,315.0,9813.0,3756.0,0.0,894.0,3558.0
14,2023-08-31 14:00:00,2023-09-03 15:38:40,3.0,298.63,10662.0,3758.0,0.0,2009.0,3478.0
15,2023-08-31 15:00:00,2023-09-03 15:38:40,3.0,293.98,11637.0,3759.0,0.0,2835.0,3750.0
16,2023-08-31 16:00:00,2023-09-03 15:38:40,3.0,295.76,12786.0,3759.0,0.0,3167.0,3936.0
17,2023-08-31 17:00:00,2023-09-03 15:38:40,3.0,295.54,13807.0,3760.0,0.0,3459.0,3956.0
18,2023-08-31 18:00:00,2023-09-03 15:38:40,3.0,300.74,14931.0,3760.0,0.0,3203.0,3865.0
19,2023-08-31 19:00:00,2023-09-03 15:38:40,3.0,305.57,15764.0,3759.0,0.0,2895.0,3777.0
20,2023-08-31 20:00:00,2023-09-03 15:38:40,3.0,317.79,16354.0,3757.0,0.0,2138.0,3964.0
21,2023-08-31 21:00:00,2023-09-03 15:38:40,3.0,325.08,16434.0,3755.0,0.0,1580.0,3986.0
22,2023-08-31 22:00:00,2023-09-03 15:38:40,3.0,334.78,15909.0,3754.0,0.0,931.0,4197.0
23,2023-08-31 23:00:00,2023-09-03 15:38:40,3.0,341.39,14809.0,3753.0,0.0,464.0,4349.0
