,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,oil,solar,other
0,2023-08-07 00:00:00,2023-08-08 18:44:47,3.0,454.22,15999.0,3660.0,0.0,360.0,4856.0
1,2023-08-07 01:00:00,2023-08-08 18:44:47,3.0,458.76,15664.0,3676.0,0.0,14.0,4803.0
2,2023-08-07 02:00:00,2023-08-08 18:44:47,3.0,457.82,14872.0,3680.0,0.0,0.0,4798.0
3,2023-08-07 03:00:00,2023-08-08 18:44:47,3.0,454.18,13573.0,3684.0,0.0,0.0,4649.0
4,2023-08-07 04:00:00,2023-08-08 18:44:47,3.0,444.83,12226.0,3687.0,0.0,0.0,4090.0
5,2023-08-07 05:00:00,2023-08-08 18:44:47,3.0,439.45,11134.0,3688.0,0.0,0.0,3890.0
6,2023-08-07 06:00:00,2023-08-08 18:44:47,3.0,432.92,10225.0,3690.0,0.0,0.0,3630.0
7,2023-08-07 07:00:00,2023-08-08 18:44:47,3.0,427.03,9728.0,3691.0,0.0,0.0,3368.0
8,2023-08-07 08:00:00,2023-08-08 18:44:47,3.0,423.83,9256.0,3694.0,0.0,0.0,3291.0
9,2023-08-07 09:00:00,2023-08-08 18:44:47,3.0,422.81,9103.0,3696.0,0.0,0.0,3271.0
10,2023-08-07 10:00:00,2023-08-08 18:44:47,3.0,424.44,9319.0,3696.0,0.0,0.0,3315.0
11,2023-08-07 11:00:00,2023-08-08 18:44:47,3.0,426.45,9682.0,3699.0,0.0,0.0,3355.0
12,2023-08-07 12:00:00,2023-08-08 18:44:47,3.0,423.26,9976.0,3698.0,0.0,214.0,3382.0
13,2023-08-07 13:00:00,2023-08-08 18:44:47,3.0,404.69,10685.0,3700.0,0.0,1291.0,3406.0
14,2023-08-07 14:00:00,2023-08-08 18:44:47,3.0,389.95,11604.0,3701.0,0.0,2531.0,3583.0
15,2023-08-07 15:00:00,2023-08-08 18:44:47,3.0,387.48,13048.0,3701.0,0.0,3233.0,3709.0
16,2023-08-07 16:00:00,2023-08-08 18:44:47,3.0,389.08,14337.0,3698.0,0.0,3721.0,3949.0
17,2023-08-07 17:00:00,2023-08-08 18:44:47,3.0,391.16,15483.0,3699.0,0.0,3952.0,4016.0
18,2023-08-07 18:00:00,2023-08-08 18:44:47,3.0,397.16,16329.0,3694.0,0.0,3951.0,4287.0
19,2023-08-07 19:00:00,2023-08-08 18:44:47,3.0,406.4,16441.0,3688.0,0.0,3846.0,5007.0
20,2023-08-07 20:00:00,2023-08-08 18:44:47,3.0,407.92,16262.0,3685.0,0.0,3693.0,5014.0
21,2023-08-07 21:00:00,2023-08-08 18:44:47,3.0,412.49,16011.0,3677.0,0.0,3258.0,4970.0
22,2023-08-07 22:00:00,2023-08-08 18:44:47,3.0,423.36,16244.0,3678.0,0.0,2517.0,4999.0
23,2023-08-07 23:00:00,2023-08-08 18:44:47,3.0,434.45,16463.0,3676.0,0.0,1764.0,4991.0
