UTC time,creation_time (UTC),version,nat_gas,nuclear,oil,solar,other
2023-08-21 00:00:00,2023-08-23 15:25:34,3.0,13106.0,3744.0,0.0,219.0,4431.0
2023-08-21 01:00:00,2023-08-23 15:25:34,3.0,13073.0,3745.0,0.0,29.0,4467.0
2023-08-21 02:00:00,2023-08-23 15:25:34,3.0,12422.0,3741.0,0.0,28.0,4313.0
2023-08-21 03:00:00,2023-08-23 15:25:34,3.0,11459.0,3743.0,0.0,28.0,4178.0
2023-08-21 04:00:00,2023-08-23 15:25:34,3.0,10587.0,3742.0,0.0,28.0,3920.0
2023-08-21 05:00:00,2023-08-23 15:25:34,3.0,10587.0,3742.0,0.0,28.0,3920.0
2023-08-21 06:00:00,2023-08-23 15:25:34,3.0,10587.0,3742.0,0.0,28.0,3920.0
2023-08-21 07:00:00,2023-08-23 15:25:34,3.0,10587.0,3742.0,0.0,28.0,3920.0
2023-08-21 08:00:00,2023-08-23 15:25:34,3.0,10587.0,3742.0,0.0,28.0,3920.0
2023-08-21 09:00:00,2023-08-23 15:25:34,3.0,10587.0,3742.0,0.0,28.0,3920.0
2023-08-21 10:00:00,2023-08-23 15:25:34,3.0,10587.0,3742.0,0.0,28.0,3920.0
2023-08-21 11:00:00,2023-08-23 15:25:34,3.0,10587.0,3742.0,0.0,28.0,3920.0
2023-08-21 12:00:00,2023-08-23 15:25:34,3.0,10587.0,3742.0,0.0,28.0,3920.0
2023-08-21 13:00:00,2023-08-23 15:25:34,3.0,10587.0,3742.0,0.0,28.0,3920.0
2023-08-21 14:00:00,2023-08-23 15:25:34,3.0,10587.0,3742.0,0.0,28.0,3920.0
2023-08-21 15:00:00,2023-08-23 15:25:34,3.0,10587.0,3742.0,0.0,28.0,3920.0
2023-08-21 16:00:00,2023-08-23 15:25:34,3.0,10587.0,3742.0,0.0,28.0,3920.0
2023-08-21 17:00:00,2023-08-23 15:25:34,3.0,10587.0,3742.0,0.0,28.0,3920.0
2023-08-21 18:00:00,2023-08-23 15:25:34,3.0,10587.0,3742.0,0.0,28.0,3920.0
2023-08-21 19:00:00,2023-08-23 15:25:34,3.0,10587.0,3742.0,0.0,28.0,3920.0
2023-08-21 20:00:00,2023-08-23 15:25:34,3.0,10587.0,3742.0,0.0,28.0,3920.0
2023-08-21 21:00:00,2023-08-23 15:25:34,3.0,10587.0,3742.0,0.0,28.0,3920.0
2023-08-21 22:00:00,2023-08-23 15:25:34,3.0,10587.0,3742.0,0.0,28.0,3920.0
2023-08-21 23:00:00,2023-08-23 15:25:34,3.0,10587.0,3742.0,0.0,28.0,3920.0
