UTC time,creation_time (UTC),version,nat_gas,nuclear,oil,solar,other
2023-09-01 00:00:00,2023-09-03 16:44:46,3.0,14294.0,3754.0,0.0,138.0,4354.0
2023-09-01 01:00:00,2023-09-03 16:44:46,3.0,13663.0,3753.0,0.0,28.0,4348.0
2023-09-01 02:00:00,2023-09-03 16:44:46,3.0,12411.0,3754.0,0.0,28.0,4494.0
2023-09-01 03:00:00,2023-09-03 16:44:46,3.0,11267.0,3753.0,0.0,28.0,4427.0
2023-09-01 04:00:00,2023-09-03 16:44:46,3.0,10174.0,3753.0,0.0,28.0,3747.0
2023-09-01 05:00:00,2023-09-03 16:44:46,3.0,9306.0,3749.0,0.0,28.0,3578.0
2023-09-01 06:00:00,2023-09-03 16:44:46,3.0,8413.0,3748.0,0.0,28.0,3586.0
2023-09-01 07:00:00,2023-09-03 16:44:46,3.0,7755.0,3747.0,0.0,28.0,3501.0
2023-09-01 08:00:00,2023-09-03 16:44:46,3.0,7425.0,3744.0,0.0,28.0,3392.0
2023-09-01 09:00:00,2023-09-03 16:44:46,3.0,7362.0,3744.0,0.0,28.0,3305.0
2023-09-01 10:00:00,2023-09-03 16:44:46,3.0,7677.0,3743.0,0.0,28.0,3483.0
2023-09-01 11:00:00,2023-09-03 16:44:46,3.0,8388.0,3741.0,0.0,28.0,3507.0
2023-09-01 12:00:00,2023-09-03 16:44:46,3.0,8687.0,3741.0,0.0,115.0,3543.0
2023-09-01 13:00:00,2023-09-03 16:44:46,3.0,9332.0,3739.0,0.0,853.0,3527.0
2023-09-01 14:00:00,2023-09-03 16:44:46,3.0,10403.0,3736.0,0.0,1829.0,3556.0
2023-09-01 15:00:00,2023-09-03 16:44:46,3.0,11590.0,3734.0,0.0,2479.0,3744.0
2023-09-01 16:00:00,2023-09-03 16:44:46,3.0,12796.0,3735.0,0.0,2871.0,3996.0
2023-09-01 17:00:00,2023-09-03 16:44:46,3.0,13954.0,3733.0,0.0,3008.0,3954.0
2023-09-01 18:00:00,2023-09-03 16:44:46,3.0,14863.0,3726.0,0.0,2804.0,4331.0
2023-09-01 19:00:00,2023-09-03 16:44:46,3.0,15737.0,3719.0,0.0,2315.0,4584.0
2023-09-01 20:00:00,2023-09-03 16:44:46,3.0,16019.0,3719.0,0.0,2166.0,4322.0
2023-09-01 21:00:00,2023-09-03 16:44:46,3.0,16250.0,3715.0,0.0,1978.0,4147.0
2023-09-01 22:00:00,2023-09-03 16:44:46,3.0,16429.0,3710.0,0.0,1282.0,4273.0
2023-09-01 23:00:00,2023-09-03 16:44:46,3.0,16173.0,3706.0,0.0,624.0,4445.0
