UTC time,creation_time (UTC),version,nat_gas,nuclear,oil,solar,other
2023-08-28 00:00:00,2023-08-30 02:35:36,3.0,14836.0,3689.0,0.0,184.0,5023.0
2023-08-28 01:00:00,2023-08-30 02:35:36,3.0,14679.0,3690.0,0.0,27.0,4859.0
2023-08-28 02:00:00,2023-08-30 02:35:36,3.0,13758.0,3692.0,0.0,28.0,4651.0
2023-08-28 03:00:00,2023-08-30 02:35:36,3.0,12646.0,3695.0,0.0,28.0,4340.0
2023-08-28 04:00:00,2023-08-30 02:35:36,3.0,11454.0,3698.0,0.0,28.0,3956.0
2023-08-28 05:00:00,2023-08-30 02:35:36,3.0,10378.0,3699.0,0.0,28.0,3489.0
2023-08-28 06:00:00,2023-08-30 02:35:36,3.0,9448.0,3702.0,0.0,28.0,3373.0
2023-08-28 07:00:00,2023-08-30 02:35:36,3.0,8840.0,3703.0,0.0,28.0,3226.0
2023-08-28 08:00:00,2023-08-30 02:35:36,3.0,8450.0,3705.0,0.0,28.0,3161.0
2023-08-28 09:00:00,2023-08-30 02:35:36,3.0,8406.0,3707.0,0.0,28.0,3160.0
2023-08-28 10:00:00,2023-08-30 02:35:36,3.0,8861.0,3709.0,0.0,28.0,3160.0
2023-08-28 11:00:00,2023-08-30 02:35:36,3.0,9657.0,3710.0,0.0,28.0,3166.0
2023-08-28 12:00:00,2023-08-30 02:35:36,3.0,9984.0,3711.0,0.0,138.0,3282.0
2023-08-28 13:00:00,2023-08-30 02:35:36,3.0,10396.0,3711.0,0.0,955.0,3434.0
2023-08-28 14:00:00,2023-08-30 02:35:36,3.0,11022.0,3712.0,0.0,2084.0,3552.0
2023-08-28 15:00:00,2023-08-30 02:35:36,3.0,11970.0,3710.0,0.0,2804.0,3710.0
2023-08-28 16:00:00,2023-08-30 02:35:36,3.0,12563.0,3707.0,0.0,3110.0,4038.0
2023-08-28 17:00:00,2023-08-30 02:35:36,3.0,13167.0,3706.0,0.0,3067.0,4426.0
2023-08-28 18:00:00,2023-08-30 02:35:36,3.0,13637.0,3703.0,0.0,3207.0,4464.0
2023-08-28 19:00:00,2023-08-30 02:35:36,3.0,13897.0,3702.0,0.0,2995.0,4463.0
2023-08-28 20:00:00,2023-08-30 02:35:36,3.0,14586.0,3700.0,0.0,2312.0,4463.0
2023-08-28 21:00:00,2023-08-30 02:35:36,3.0,15186.0,3696.0,0.0,1667.0,4542.0
2023-08-28 22:00:00,2023-08-30 02:35:36,3.0,15137.0,3696.0,0.0,1480.0,4476.0
2023-08-28 23:00:00,2023-08-30 02:35:36,3.0,15218.0,3697.0,0.0,798.0,4691.0
