UTC time,nat_gas,nuclear,oil,solar,other
2023-06-06 00:00:00,14027.0,3714.0,0.0,479.0,2684.0
2023-06-06 01:00:00,13626.0,3715.0,0.0,19.0,2687.0
2023-06-06 02:00:00,12881.0,3718.0,0.0,0.0,2743.0
2023-06-06 03:00:00,11434.0,3720.0,0.0,0.0,2768.0
2023-06-06 04:00:00,9705.0,3714.0,0.0,0.0,2569.0
2023-06-06 05:00:00,8574.0,3715.0,0.0,0.0,2179.0
2023-06-06 06:00:00,7489.0,3716.0,0.0,0.0,2103.0
2023-06-06 07:00:00,6695.0,3718.0,0.0,0.0,2102.0
2023-06-06 08:00:00,6442.0,3723.0,0.0,0.0,1832.0
2023-06-06 09:00:00,6401.0,3726.0,0.0,0.0,1753.0
2023-06-06 10:00:00,6864.0,3728.0,0.0,0.0,1759.0
2023-06-06 11:00:00,7663.0,3728.0,0.0,1.0,1779.0
2023-06-06 12:00:00,8258.0,3727.0,0.0,441.0,1828.0
2023-06-06 13:00:00,8094.0,3728.0,0.0,1554.0,1993.0
2023-06-06 14:00:00,7957.0,3727.0,0.0,2722.0,2075.0
2023-06-06 15:00:00,8231.0,3727.0,0.0,3544.0,2158.0
2023-06-06 16:00:00,8822.0,3726.0,0.0,4046.0,2249.0
2023-06-06 17:00:00,9779.0,3728.0,0.0,4155.0,2288.0
2023-06-06 18:00:00,10752.0,3727.0,0.0,4029.0,2470.0
2023-06-06 19:00:00,11435.0,3726.0,0.0,3835.0,2676.0
2023-06-06 20:00:00,12436.0,3726.0,0.0,3264.0,2737.0
2023-06-06 21:00:00,13104.0,3724.0,0.0,2773.0,2715.0
2023-06-06 22:00:00,13538.0,3720.0,0.0,2136.0,2704.0
2023-06-06 23:00:00,13735.0,3719.0,0.0,1372.0,2707.0
