Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,oil,solar,other
35448,2023-02-02 00:00:00,2024-07-17 00:00:00,3.1,326.29,12177.0,3731.0,0.0,43.0,2811.0
35449,2023-02-02 01:00:00,2024-07-17 00:00:00,3.1,325.89,11902.0,3733.0,0.0,38.0,2826.0
35450,2023-02-02 02:00:00,2024-07-17 00:00:00,3.1,321.68,10872.0,3734.0,0.0,0.0,2668.0
35451,2023-02-02 03:00:00,2024-07-17 00:00:00,3.1,312.81,10069.0,3736.0,0.0,0.0,2261.0
35452,2023-02-02 04:00:00,2024-07-17 00:00:00,3.1,304.33,8907.0,3741.0,0.0,0.0,2045.0
35453,2023-02-02 05:00:00,2024-07-17 00:00:00,3.1,293.72,7421.0,3742.0,0.0,0.0,1895.0
35454,2023-02-02 06:00:00,2024-07-17 00:00:00,3.1,288.63,6220.0,3745.0,0.0,0.0,2007.0
35455,2023-02-02 07:00:00,2024-07-17 00:00:00,3.1,282.48,5326.0,3743.0,0.0,0.0,2021.0
35456,2023-02-02 08:00:00,2024-07-17 00:00:00,3.1,277.24,4824.0,3748.0,0.0,0.0,1987.0
35457,2023-02-02 09:00:00,2024-07-17 00:00:00,3.1,274.04,4622.0,3749.0,0.0,0.0,1940.0
35458,2023-02-02 10:00:00,2024-07-17 00:00:00,3.1,273.83,4681.0,3747.0,0.0,0.0,1912.0
35459,2023-02-02 11:00:00,2024-07-17 00:00:00,3.1,278.97,5366.0,3749.0,0.0,0.0,1883.0
35460,2023-02-02 12:00:00,2024-07-17 00:00:00,3.1,290.36,6392.0,3751.0,0.0,0.0,2038.0
35461,2023-02-02 13:00:00,2024-07-17 00:00:00,3.1,295.09,7178.0,3747.0,0.0,92.0,2126.0
35462,2023-02-02 14:00:00,2024-07-17 00:00:00,3.1,277.97,7361.0,3746.0,0.0,919.0,2085.0
35463,2023-02-02 15:00:00,2024-07-17 00:00:00,3.1,259.08,7013.0,3745.0,0.0,2061.0,2299.0
35464,2023-02-02 16:00:00,2024-07-17 00:00:00,3.1,249.6,7053.0,3744.0,0.0,2829.0,2432.0
35465,2023-02-02 17:00:00,2024-07-17 00:00:00,3.1,248.22,7880.0,3743.0,0.0,3096.0,2258.0
35466,2023-02-02 18:00:00,2024-07-17 00:00:00,3.1,256.28,8715.0,3744.0,0.0,3006.0,2318.0
35467,2023-02-02 19:00:00,2024-07-17 00:00:00,3.1,261.89,9476.0,3740.0,0.0,3008.0,2372.0
35468,2023-02-02 20:00:00,2024-07-17 00:00:00,3.1,266.07,10006.0,3741.0,0.0,2970.0,2414.0
35469,2023-02-02 21:00:00,2024-07-17 00:00:00,3.1,275.6,10800.0,3735.0,0.0,2489.0,2324.0
35470,2023-02-02 22:00:00,2024-07-17 00:00:00,3.1,295.28,11674.0,3733.0,0.0,1593.0,2504.0
35471,2023-02-02 23:00:00,2024-07-17 00:00:00,3.1,319.46,12155.0,3731.0,0.0,383.0,2739.0
