UTC time,creation_time (UTC),version,nat_gas,nuclear,oil,solar,other
2023-08-03 00:00:00,2023-08-13 18:54:59,3.0,14755.0,3681.0,0.0,392.0,4040.0
2023-08-03 01:00:00,2023-08-13 18:54:59,3.0,14590.0,3681.0,0.0,18.0,3718.0
2023-08-03 02:00:00,2023-08-13 18:54:59,3.0,13216.0,3683.0,0.0,0.0,3722.0
2023-08-03 03:00:00,2023-08-13 18:54:59,3.0,11979.0,3687.0,0.0,0.0,3685.0
2023-08-03 04:00:00,2023-08-13 18:54:59,3.0,10417.0,3690.0,0.0,0.0,3541.0
2023-08-03 05:00:00,2023-08-13 18:54:59,3.0,9558.0,3690.0,0.0,0.0,3282.0
2023-08-03 06:00:00,2023-08-13 18:54:59,3.0,8630.0,3690.0,0.0,0.0,3334.0
2023-08-03 07:00:00,2023-08-13 18:54:59,3.0,8282.0,3691.0,0.0,0.0,3014.0
2023-08-03 08:00:00,2023-08-13 18:54:59,3.0,7995.0,3691.0,0.0,0.0,2712.0
2023-08-03 09:00:00,2023-08-13 18:54:59,3.0,7870.0,3691.0,0.0,0.0,2689.0
2023-08-03 10:00:00,2023-08-13 18:54:59,3.0,8185.0,3690.0,0.0,0.0,2686.0
2023-08-03 11:00:00,2023-08-13 18:54:59,3.0,8816.0,3690.0,0.0,0.0,2717.0
2023-08-03 12:00:00,2023-08-13 18:54:59,3.0,9394.0,3691.0,0.0,235.0,2770.0
2023-08-03 13:00:00,2023-08-13 18:54:59,3.0,9845.0,3695.0,0.0,1295.0,2914.0
2023-08-03 14:00:00,2023-08-13 18:54:59,3.0,9948.0,3696.0,0.0,2527.0,3266.0
2023-08-03 15:00:00,2023-08-13 18:54:59,3.0,10905.0,3696.0,0.0,3201.0,3288.0
2023-08-03 16:00:00,2023-08-13 18:54:59,3.0,12381.0,3696.0,0.0,3552.0,3289.0
2023-08-03 17:00:00,2023-08-13 18:54:59,3.0,13869.0,3694.0,0.0,3699.0,3310.0
2023-08-03 18:00:00,2023-08-13 18:54:59,3.0,15061.0,3693.0,0.0,3677.0,3357.0
2023-08-03 19:00:00,2023-08-13 18:54:59,3.0,15657.0,3690.0,0.0,3539.0,3476.0
2023-08-03 20:00:00,2023-08-13 18:54:59,3.0,15499.0,3687.0,0.0,3214.0,4068.0
2023-08-03 21:00:00,2023-08-13 18:54:59,3.0,15304.0,3683.0,0.0,2720.0,4176.0
2023-08-03 22:00:00,2023-08-13 18:54:59,3.0,15088.0,3682.0,0.0,2077.0,4181.0
2023-08-03 23:00:00,2023-08-13 18:54:59,3.0,15007.0,3678.0,0.0,1317.0,4003.0
