UTC time,nat_gas,nuclear,oil,solar,other
2023-05-06 00:00:00,13206.0,2859.0,0.0,187.0,2735.0
2023-05-06 01:00:00,12915.0,2858.0,0.0,0.0,2711.0
2023-05-06 02:00:00,12029.0,2859.0,0.0,0.0,2695.0
2023-05-06 03:00:00,10954.0,2862.0,0.0,0.0,2630.0
2023-05-06 04:00:00,9506.0,2861.0,0.0,0.0,2456.0
2023-05-06 05:00:00,8151.0,2863.0,0.0,0.0,2194.0
2023-05-06 06:00:00,7275.0,2866.0,0.0,0.0,2195.0
2023-05-06 07:00:00,6875.0,2862.0,0.0,0.0,2190.0
2023-05-06 08:00:00,6416.0,2861.0,0.0,0.0,2106.0
2023-05-06 09:00:00,6222.0,2863.0,0.0,0.0,2027.0
2023-05-06 10:00:00,6265.0,2865.0,0.0,0.0,1993.0
2023-05-06 11:00:00,6419.0,2863.0,0.0,0.0,2035.0
2023-05-06 12:00:00,6734.0,2863.0,0.0,281.0,2124.0
2023-05-06 13:00:00,7605.0,2867.0,0.0,1286.0,2227.0
2023-05-06 14:00:00,8759.0,2866.0,0.0,2158.0,2248.0
2023-05-06 15:00:00,9565.0,2865.0,0.0,2858.0,2275.0
2023-05-06 16:00:00,10397.0,2864.0,0.0,3300.0,2345.0
2023-05-06 17:00:00,11293.0,2865.0,0.0,3431.0,2357.0
2023-05-06 18:00:00,12125.0,2865.0,0.0,3338.0,2377.0
2023-05-06 19:00:00,12765.0,2864.0,0.0,3129.0,2380.0
2023-05-06 20:00:00,13237.0,2864.0,0.0,2765.0,2379.0
2023-05-06 21:00:00,13443.0,2863.0,0.0,2338.0,2357.0
2023-05-06 22:00:00,13545.0,2865.0,0.0,1929.0,2386.0
2023-05-06 23:00:00,13078.0,2866.0,0.0,1053.0,2664.0
