,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,oil,solar,other
0,2023-08-18 00:00:00,2023-08-20 14:50:47,3.0,440.3,12668.0,3733.0,0.0,246.0,4107.0
1,2023-08-18 01:00:00,2023-08-20 14:50:47,3.0,445.55,12267.0,3735.0,0.0,31.0,4270.0
2,2023-08-18 02:00:00,2023-08-20 14:50:47,3.0,442.51,11514.0,3735.0,0.0,28.0,4164.0
3,2023-08-18 03:00:00,2023-08-20 14:50:47,3.0,437.14,10525.0,3736.0,0.0,28.0,3968.0
4,2023-08-18 04:00:00,2023-08-20 14:50:47,3.0,426.08,9551.0,3734.0,0.0,28.0,3455.0
5,2023-08-18 05:00:00,2023-08-20 14:50:47,3.0,419.88,8525.0,3737.0,0.0,28.0,3345.0
6,2023-08-18 06:00:00,2023-08-20 14:50:47,3.0,414.59,7686.0,3735.0,0.0,28.0,3274.0
7,2023-08-18 07:00:00,2023-08-20 14:50:47,3.0,409.92,7093.0,3736.0,0.0,28.0,3202.0
8,2023-08-18 08:00:00,2023-08-20 14:50:47,3.0,404.18,6834.0,3738.0,0.0,28.0,3007.0
9,2023-08-18 09:00:00,2023-08-20 14:50:47,3.0,401.73,6834.0,3741.0,0.0,28.0,2899.0
10,2023-08-18 10:00:00,2023-08-20 14:50:47,3.0,409.43,7100.0,3741.0,0.0,28.0,3183.0
11,2023-08-18 11:00:00,2023-08-20 14:50:47,3.0,413.87,7824.0,3742.0,0.0,28.0,3210.0
12,2023-08-18 12:00:00,2023-08-20 14:50:47,3.0,411.53,8081.0,3742.0,0.0,180.0,3213.0
13,2023-08-18 13:00:00,2023-08-20 14:50:47,3.0,390.79,8368.0,3742.0,0.0,1206.0,3248.0
14,2023-08-18 14:00:00,2023-08-20 14:50:47,3.0,371.54,8861.0,3739.0,0.0,2423.0,3306.0
15,2023-08-18 15:00:00,2023-08-20 14:50:47,3.0,360.72,9483.0,3738.0,0.0,3350.0,3346.0
16,2023-08-18 16:00:00,2023-08-20 14:50:47,3.0,364.16,10394.0,3735.0,0.0,3556.0,3401.0
17,2023-08-18 17:00:00,2023-08-20 14:50:47,3.0,370.56,11212.0,3732.0,0.0,3461.0,3417.0
18,2023-08-18 18:00:00,2023-08-20 14:50:47,3.0,382.17,12389.0,3730.0,0.0,3151.0,3484.0
19,2023-08-18 19:00:00,2023-08-20 14:50:47,3.0,387.52,13017.0,3729.0,0.0,3108.0,3619.0
20,2023-08-18 20:00:00,2023-08-20 14:50:47,3.0,395.35,13373.0,3729.0,0.0,2863.0,3830.0
21,2023-08-18 21:00:00,2023-08-20 14:50:47,3.0,406.02,13817.0,3727.0,0.0,2339.0,3921.0
22,2023-08-18 22:00:00,2023-08-20 14:50:47,3.0,415.96,13801.0,3728.0,0.0,1734.0,3969.0
23,2023-08-18 23:00:00,2023-08-20 14:50:47,3.0,426.79,13411.0,3730.0,0.0,1091.0,4085.0
