UTC time,nat_gas,nuclear,oil,solar,other
2023-07-21 00:00:00,15950.0,3692.0,0.0,512.0,4647.0
2023-07-21 01:00:00,15568.0,3693.0,0.0,33.0,4534.0
2023-07-21 02:00:00,15248.0,3693.0,0.0,0.0,4445.0
2023-07-21 03:00:00,14100.0,3695.0,0.0,0.0,4260.0
2023-07-21 04:00:00,12098.0,3699.0,0.0,0.0,4575.0
2023-07-21 05:00:00,10699.0,3704.0,0.0,0.0,4574.0
2023-07-21 06:00:00,9807.0,3706.0,0.0,0.0,4309.0
2023-07-21 07:00:00,9396.0,3711.0,0.0,0.0,3805.0
2023-07-21 08:00:00,8985.0,3714.0,0.0,0.0,3578.0
2023-07-21 09:00:00,8778.0,3716.0,0.0,0.0,3434.0
2023-07-21 10:00:00,8916.0,3718.0,0.0,0.0,3416.0
2023-07-21 11:00:00,9257.0,3717.0,0.0,0.0,3409.0
2023-07-21 12:00:00,9602.0,3716.0,0.0,270.0,3446.0
2023-07-21 13:00:00,10205.0,3715.0,0.0,1258.0,3563.0
2023-07-21 14:00:00,10940.0,3714.0,0.0,2470.0,3899.0
2023-07-21 15:00:00,12152.0,3714.0,0.0,3271.0,3965.0
2023-07-21 16:00:00,13260.0,3713.0,0.0,3863.0,4053.0
2023-07-21 17:00:00,14478.0,3711.0,0.0,3980.0,4065.0
2023-07-21 18:00:00,15277.0,3709.0,0.0,4090.0,4217.0
2023-07-21 19:00:00,15360.0,3708.0,0.0,3815.0,4503.0
2023-07-21 20:00:00,14470.0,3707.0,0.0,3529.0,4606.0
2023-07-21 21:00:00,14452.0,3703.0,0.0,3101.0,4602.0
2023-07-21 22:00:00,14566.0,3699.0,0.0,2479.0,4594.0
2023-07-21 23:00:00,14593.0,3696.0,0.0,1591.0,4584.0
