,UTC time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
0,2023-08-04 00:00:00,283.04,3282.0,7263.0,8118.0,0.0,3955.0,211.0,0.0,23.0
1,2023-08-04 01:00:00,294.34,3379.0,7432.0,8112.0,0.0,3488.0,27.0,0.0,24.0
2,2023-08-04 02:00:00,301.1,3381.0,7448.0,8126.0,0.0,2964.0,0.0,0.0,23.0
3,2023-08-04 03:00:00,300.21,3287.0,7071.0,8112.0,0.0,2616.0,0.0,0.0,25.0
4,2023-08-04 04:00:00,296.41,2998.0,6815.0,8138.0,0.0,2168.0,0.0,0.0,40.0
5,2023-08-04 05:00:00,302.7,2945.0,6373.0,8124.0,0.0,1334.0,0.0,0.0,41.0
6,2023-08-04 06:00:00,306.74,2932.0,6063.0,8133.0,0.0,830.0,0.0,0.0,40.0
7,2023-08-04 07:00:00,320.17,2943.0,6094.0,8127.0,0.0,59.0,0.0,0.0,42.0
8,2023-08-04 08:00:00,315.88,2941.0,5578.0,8133.0,0.0,0.0,0.0,0.0,46.0
9,2023-08-04 09:00:00,313.03,2934.0,5344.0,8138.0,0.0,0.0,0.0,0.0,43.0
10,2023-08-04 10:00:00,316.21,2934.0,5684.0,8144.0,0.0,17.0,0.0,0.0,43.0
11,2023-08-04 11:00:00,319.98,3048.0,6025.0,8141.0,0.0,183.0,0.0,0.0,34.0
12,2023-08-04 12:00:00,321.29,3160.0,6038.0,8140.0,0.0,324.0,0.0,0.0,51.0
13,2023-08-04 13:00:00,320.86,3163.0,6239.0,8151.0,0.0,426.0,23.0,0.0,43.0
14,2023-08-04 14:00:00,317.21,2984.0,6794.0,8142.0,0.0,701.0,13.0,0.0,52.0
15,2023-08-04 15:00:00,315.08,3012.0,7034.0,8147.0,0.0,1005.0,21.0,0.0,42.0
16,2023-08-04 16:00:00,313.75,3072.0,6938.0,8139.0,0.0,1121.0,46.0,0.0,39.0
17,2023-08-04 17:00:00,305.08,3124.0,6885.0,8133.0,0.0,1721.0,107.0,0.0,34.0
18,2023-08-04 18:00:00,292.77,3147.0,6685.0,8129.0,1.0,2460.0,182.0,0.0,26.0
19,2023-08-04 19:00:00,288.49,3153.0,6657.0,8131.0,0.0,2706.0,257.0,0.0,22.0
20,2023-08-04 20:00:00,283.21,3166.0,6683.0,8133.0,0.0,3161.0,291.0,0.0,31.0
21,2023-08-04 21:00:00,275.48,3169.0,6708.0,8129.0,0.0,3715.0,450.0,0.0,36.0
22,2023-08-04 22:00:00,280.71,3371.0,6852.0,7886.0,0.0,3966.0,533.0,0.0,26.0
23,2023-08-04 23:00:00,309.61,3632.0,8170.0,6946.0,0.0,4063.0,448.0,0.0,48.0
