UTC time,creation_time (UTC),version,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
2023-08-09 00:00:00,2023-08-13 18:01:21,3.0,3544.0,7006.0,8138.0,0.0,4265.0,241.0,0.0,36.0
2023-08-09 01:00:00,2023-08-13 18:01:21,3.0,3533.0,6982.0,8144.0,0.0,3666.0,25.0,0.0,37.0
2023-08-09 02:00:00,2023-08-13 18:01:21,3.0,3535.0,6960.0,8149.0,0.0,2952.0,0.0,0.0,35.0
2023-08-09 03:00:00,2023-08-13 18:01:21,3.0,3522.0,5924.0,8143.0,0.0,2272.0,36.0,0.0,34.0
2023-08-09 04:00:00,2023-08-13 18:01:21,3.0,3404.0,5510.0,8152.0,0.0,1576.0,0.0,0.0,36.0
2023-08-09 05:00:00,2023-08-13 18:01:21,3.0,3196.0,5048.0,8155.0,0.0,884.0,0.0,0.0,40.0
2023-08-09 06:00:00,2023-08-13 18:01:21,3.0,3163.0,5051.0,8160.0,0.0,42.0,0.0,0.0,33.0
2023-08-09 07:00:00,2023-08-13 18:01:21,3.0,3052.0,4636.0,8170.0,0.0,0.0,0.0,1.0,33.0
2023-08-09 08:00:00,2023-08-13 18:01:21,3.0,3038.0,4370.0,8165.0,0.0,0.0,0.0,0.0,47.0
2023-08-09 09:00:00,2023-08-13 18:01:21,3.0,3034.0,4175.0,8167.0,0.0,0.0,0.0,0.0,36.0
2023-08-09 10:00:00,2023-08-13 18:01:21,3.0,3041.0,4287.0,8164.0,0.0,0.0,0.0,0.0,39.0
2023-08-09 11:00:00,2023-08-13 18:01:21,3.0,3066.0,4675.0,8183.0,0.0,0.0,0.0,0.0,37.0
2023-08-09 12:00:00,2023-08-13 18:01:21,3.0,3310.0,5089.0,8172.0,0.0,0.0,20.0,0.0,34.0
2023-08-09 13:00:00,2023-08-13 18:01:21,3.0,3460.0,5377.0,8181.0,0.0,109.0,131.0,0.0,26.0
2023-08-09 14:00:00,2023-08-13 18:01:21,3.0,3485.0,6003.0,8177.0,0.0,290.0,243.0,0.0,28.0
2023-08-09 15:00:00,2023-08-13 18:01:21,3.0,3475.0,6765.0,8173.0,0.0,551.0,277.0,0.0,28.0
2023-08-09 16:00:00,2023-08-13 18:01:21,3.0,3484.0,7023.0,8154.0,0.0,1318.0,362.0,0.0,28.0
2023-08-09 17:00:00,2023-08-13 18:01:21,3.0,3524.0,7300.0,8148.0,1.0,2416.0,320.0,0.0,25.0
2023-08-09 18:00:00,2023-08-13 18:01:21,3.0,3576.0,7273.0,8138.0,0.0,3254.0,294.0,0.0,27.0
2023-08-09 19:00:00,2023-08-13 18:01:21,3.0,3590.0,7223.0,8147.0,0.0,3931.0,215.0,0.0,30.0
2023-08-09 20:00:00,2023-08-13 18:01:21,3.0,3566.0,7381.0,8136.0,0.0,4009.0,84.0,0.0,23.0
2023-08-09 21:00:00,2023-08-13 18:01:21,3.0,3535.0,6952.0,8134.0,0.0,4094.0,42.0,0.0,31.0
2023-08-09 22:00:00,2023-08-13 18:01:21,3.0,3539.0,6740.0,8138.0,0.0,4028.0,60.0,0.0,29.0
2023-08-09 23:00:00,2023-08-13 18:01:21,3.0,3513.0,6428.0,8138.0,0.0,3639.0,97.0,0.0,26.0
