Unnamed: 0,UTC time,carbon_intensity,nuclear,hydro,solar,wind
40008,2023-07-26 00:00:00,15.51,2966.0,1244.0,0.0,31.0
40009,2023-07-26 01:00:00,15.18,2966.0,1086.0,0.0,32.0
40010,2023-07-26 02:00:00,15.23,2964.0,1105.0,0.0,27.0
40011,2023-07-26 03:00:00,15.2,2967.0,1091.0,0.0,26.0
40012,2023-07-26 04:00:00,16.65,2967.0,1870.0,7.0,27.0
40013,2023-07-26 05:00:00,17.6,2969.0,2240.0,91.0,28.0
40014,2023-07-26 06:00:00,18.35,2971.0,2600.0,164.0,25.0
40015,2023-07-26 07:00:00,20.79,2970.0,2312.0,778.0,17.0
40016,2023-07-26 08:00:00,20.68,2967.0,1372.0,878.0,17.0
40017,2023-07-26 09:00:00,21.85,2963.0,1210.0,1157.0,19.0
40018,2023-07-26 10:00:00,22.28,2961.0,993.0,1271.0,14.0
40019,2023-07-26 11:00:00,22.19,2963.0,937.0,1257.0,17.0
40020,2023-07-26 12:00:00,23.59,2962.0,868.0,1597.0,17.0
40021,2023-07-26 13:00:00,19.4,2956.0,884.0,702.0,21.0
40022,2023-07-26 14:00:00,20.6,2956.0,922.0,921.0,20.0
40023,2023-07-26 15:00:00,18.74,2956.0,1238.0,514.0,13.0
40024,2023-07-26 16:00:00,21.13,2958.0,1812.0,918.0,12.0
40025,2023-07-26 17:00:00,19.46,2956.0,2662.0,394.0,10.0
40026,2023-07-26 18:00:00,18.8,2958.0,2821.0,210.0,9.0
40027,2023-07-26 19:00:00,17.98,2960.0,2920.0,7.0,10.0
40028,2023-07-26 20:00:00,17.46,2962.0,2482.0,0.0,7.0
40029,2023-07-26 21:00:00,16.14,2966.0,1568.0,0.0,9.0
40030,2023-07-26 22:00:00,16.37,2968.0,1709.0,0.0,9.0
40031,2023-07-26 23:00:00,14.56,2970.0,807.0,0.0,8.0
