Unnamed: 0,UTC time,carbon_intensity,nuclear,hydro,solar,wind
36528,2023-03-03 00:00:00,0.0,3020.0,1176.0,0.0,0.0
36529,2023-03-03 01:00:00,0.0,3019.0,832.0,0.0,1.0
36530,2023-03-03 02:00:00,0.0,3018.0,967.0,0.0,1.0
36531,2023-03-03 03:00:00,0.0,3020.0,1080.0,0.0,1.0
36532,2023-03-03 04:00:00,0.0,3017.0,1265.0,0.0,1.0
36533,2023-03-03 05:00:00,0.0,3015.0,2517.0,0.0,2.0
36534,2023-03-03 06:00:00,0.0,3016.0,3565.0,16.0,1.0
36535,2023-03-03 07:00:00,0.0,3016.0,3670.0,114.0,2.0
36536,2023-03-03 08:00:00,0.0,3017.0,3597.0,269.0,2.0
36537,2023-03-03 09:00:00,0.0,3017.0,3341.0,466.0,3.0
36538,2023-03-03 10:00:00,0.0,3015.0,2593.0,649.0,12.0
36539,2023-03-03 11:00:00,0.0,3015.0,1748.0,1026.0,12.0
36540,2023-03-03 12:00:00,0.0,3013.0,1347.0,1544.0,11.0
36541,2023-03-03 13:00:00,0.0,3010.0,1654.0,1443.0,12.0
36542,2023-03-03 14:00:00,0.0,3010.0,1511.0,1094.0,11.0
36543,2023-03-03 15:00:00,0.0,3008.0,1933.0,634.0,12.0
36544,2023-03-03 16:00:00,0.0,3004.0,2974.0,161.0,13.0
36545,2023-03-03 17:00:00,0.0,3005.0,3620.0,16.0,14.0
36546,2023-03-03 18:00:00,0.0,3010.0,3667.0,0.0,12.0
36547,2023-03-03 19:00:00,0.0,3009.0,3431.0,0.0,11.0
36548,2023-03-03 20:00:00,0.0,3012.0,3043.0,0.0,13.0
36549,2023-03-03 21:00:00,0.0,3017.0,2573.0,0.0,7.0
36550,2023-03-03 22:00:00,0.0,3018.0,2694.0,0.0,8.0
36551,2023-03-03 23:00:00,0.0,3017.0,2101.0,0.0,7.0
