Unnamed: 0,UTC time,carbon_intensity,nuclear,hydro,solar,wind
41952,2023-10-15 00:00:00,0.0,2992.0,390.0,0.0,9.0
41953,2023-10-15 01:00:00,0.0,2992.0,366.0,0.0,9.0
41954,2023-10-15 02:00:00,0.0,2992.0,394.0,0.0,10.0
41955,2023-10-15 03:00:00,0.0,2993.0,362.0,0.0,12.0
41956,2023-10-15 04:00:00,0.0,2993.0,474.0,0.0,13.0
41957,2023-10-15 05:00:00,0.0,2992.0,529.0,0.0,14.0
41958,2023-10-15 06:00:00,0.0,2994.0,498.0,35.0,14.0
41959,2023-10-15 07:00:00,0.0,2993.0,484.0,197.0,9.0
41960,2023-10-15 08:00:00,0.0,2994.0,366.0,753.0,8.0
41961,2023-10-15 09:00:00,0.0,2994.0,383.0,913.0,9.0
41962,2023-10-15 10:00:00,0.0,2994.0,377.0,286.0,8.0
41963,2023-10-15 11:00:00,0.0,2995.0,338.0,1489.0,6.0
41964,2023-10-15 12:00:00,0.0,2995.0,369.0,1874.0,9.0
41965,2023-10-15 13:00:00,0.0,2994.0,383.0,1340.0,11.0
41966,2023-10-15 14:00:00,0.0,2996.0,537.0,973.0,12.0
41967,2023-10-15 15:00:00,0.0,2993.0,818.0,459.0,10.0
41968,2023-10-15 16:00:00,0.0,2995.0,1214.0,68.0,8.0
41969,2023-10-15 17:00:00,0.0,2997.0,1644.0,0.0,7.0
41970,2023-10-15 18:00:00,0.0,2999.0,1536.0,0.0,7.0
41971,2023-10-15 19:00:00,0.0,3003.0,1202.0,0.0,10.0
41972,2023-10-15 20:00:00,0.0,3003.0,928.0,0.0,15.0
41973,2023-10-15 21:00:00,0.0,3003.0,617.0,0.0,18.0
41974,2023-10-15 22:00:00,0.0,3006.0,518.0,0.0,26.0
41975,2023-10-15 23:00:00,0.0,3006.0,590.0,0.0,32.0
