UTC time,nuclear,hydro,solar,wind
2023-12-31 00:00:00,3025.0,350.0,0.0,51.0
2023-12-31 01:00:00,3026.0,341.0,0.0,42.0
2023-12-31 02:00:00,3026.0,382.0,0.0,45.0
2023-12-31 03:00:00,3027.0,331.0,0.0,47.0
2023-12-31 04:00:00,3026.0,377.0,0.0,50.0
2023-12-31 05:00:00,3024.0,405.0,0.0,54.0
2023-12-31 06:00:00,3024.0,423.0,0.0,57.0
2023-12-31 07:00:00,3023.0,413.0,1.0,54.0
2023-12-31 08:00:00,3025.0,415.0,58.0,48.0
2023-12-31 09:00:00,3024.0,418.0,190.0,51.0
2023-12-31 10:00:00,3024.0,381.0,353.0,49.0
2023-12-31 11:00:00,3018.0,398.0,121.0,52.0
2023-12-31 12:00:00,3015.0,493.0,63.0,54.0
2023-12-31 13:00:00,3019.0,529.0,28.0,54.0
2023-12-31 14:00:00,3018.0,580.0,2.0,42.0
2023-12-31 15:00:00,3019.0,618.0,0.0,34.0
2023-12-31 16:00:00,3024.0,659.0,0.0,28.0
2023-12-31 17:00:00,3024.0,550.0,0.0,33.0
2023-12-31 18:00:00,3022.0,496.0,0.0,30.0
2023-12-31 19:00:00,3022.0,486.0,0.0,33.0
2023-12-31 20:00:00,3023.0,389.0,0.0,33.0
2023-12-31 21:00:00,3024.0,429.0,0.0,44.0
2023-12-31 22:00:00,3023.0,397.0,0.0,45.0
2023-12-31 23:00:00,3023.0,473.0,0.0,43.0
