UTC time,nuclear,hydro,solar,wind
2023-07-23 00:00:00,2953.0,1193.0,0.0,22.0
2023-07-23 01:00:00,2955.0,914.0,0.0,15.0
2023-07-23 02:00:00,2956.0,786.0,0.0,13.0
2023-07-23 03:00:00,2960.0,797.0,0.0,13.0
2023-07-23 04:00:00,2961.0,779.0,35.0,19.0
2023-07-23 05:00:00,2961.0,706.0,220.0,23.0
2023-07-23 06:00:00,2956.0,757.0,475.0,19.0
2023-07-23 07:00:00,2949.0,786.0,891.0,14.0
2023-07-23 08:00:00,2939.0,766.0,1647.0,19.0
2023-07-23 09:00:00,2934.0,637.0,2149.0,16.0
2023-07-23 10:00:00,2928.0,838.0,2117.0,16.0
2023-07-23 11:00:00,2920.0,1164.0,2526.0,19.0
2023-07-23 12:00:00,2915.0,997.0,2392.0,26.0
2023-07-23 13:00:00,2909.0,1005.0,2003.0,24.0
2023-07-23 14:00:00,2909.0,899.0,1676.0,27.0
2023-07-23 15:00:00,2910.0,1055.0,809.0,28.0
2023-07-23 16:00:00,2910.0,1230.0,677.0,16.0
2023-07-23 17:00:00,2911.0,1374.0,473.0,6.0
2023-07-23 18:00:00,2913.0,1996.0,120.0,5.0
2023-07-23 19:00:00,2917.0,2427.0,5.0,8.0
2023-07-23 20:00:00,2925.0,2500.0,0.0,13.0
2023-07-23 21:00:00,2927.0,2142.0,0.0,17.0
2023-07-23 22:00:00,2929.0,1607.0,0.0,33.0
2023-07-23 23:00:00,2932.0,1206.0,0.0,44.0
