Unnamed: 0,UTC time,carbon_intensity,nuclear,hydro,solar,wind
35064,2023-01-01 00:00:00,0.0,3005.0,373.0,0.0,46.0
35065,2023-01-01 01:00:00,0.0,3009.0,349.0,0.0,50.0
35066,2023-01-01 02:00:00,0.0,3009.0,336.0,0.0,55.0
35067,2023-01-01 03:00:00,0.0,3009.0,322.0,0.0,48.0
35068,2023-01-01 04:00:00,0.0,3008.0,325.0,0.0,44.0
35069,2023-01-01 05:00:00,0.0,3007.0,321.0,0.0,46.0
35070,2023-01-01 06:00:00,0.0,3006.0,322.0,0.0,47.0
35071,2023-01-01 07:00:00,0.0,3008.0,320.0,2.0,49.0
35072,2023-01-01 08:00:00,0.0,3006.0,345.0,59.0,46.0
35073,2023-01-01 09:00:00,0.0,3006.0,324.0,171.0,41.0
35074,2023-01-01 10:00:00,0.0,3002.0,316.0,510.0,33.0
35075,2023-01-01 11:00:00,0.0,2997.0,354.0,600.0,32.0
35076,2023-01-01 12:00:00,0.0,2996.0,351.0,605.0,37.0
35077,2023-01-01 13:00:00,0.0,2994.0,412.0,482.0,42.0
35078,2023-01-01 14:00:00,0.0,2993.0,424.0,224.0,41.0
35079,2023-01-01 15:00:00,0.0,2994.0,479.0,26.0,42.0
35080,2023-01-01 16:00:00,0.0,2996.0,456.0,0.0,42.0
35081,2023-01-01 17:00:00,0.0,2997.0,547.0,0.0,47.0
35082,2023-01-01 18:00:00,0.0,2999.0,580.0,0.0,48.0
35083,2023-01-01 19:00:00,0.0,3003.0,449.0,0.0,50.0
35084,2023-01-01 20:00:00,0.0,3012.0,328.0,0.0,45.0
35085,2023-01-01 21:00:00,0.0,3010.0,333.0,0.0,41.0
35086,2023-01-01 22:00:00,0.0,3010.0,348.0,0.0,41.0
35087,2023-01-01 23:00:00,0.0,3009.0,350.0,0.0,47.0
