UTC time,nuclear,hydro,solar,wind
2023-06-17 00:00:00,1801.0,2126.0,0.0,2.0
2023-06-17 01:00:00,1801.0,1885.0,0.0,0.0
2023-06-17 02:00:00,1802.0,1583.0,0.0,0.0
2023-06-17 03:00:00,1805.0,1418.0,1.0,1.0
2023-06-17 04:00:00,1806.0,1696.0,83.0,1.0
2023-06-17 05:00:00,1804.0,1634.0,295.0,2.0
2023-06-17 06:00:00,1803.0,995.0,730.0,2.0
2023-06-17 07:00:00,1799.0,635.0,1365.0,2.0
2023-06-17 08:00:00,1794.0,626.0,1835.0,1.0
2023-06-17 09:00:00,1789.0,584.0,2132.0,1.0
2023-06-17 10:00:00,1787.0,565.0,2362.0,1.0
2023-06-17 11:00:00,1785.0,512.0,2225.0,4.0
2023-06-17 12:00:00,1782.0,516.0,2411.0,6.0
2023-06-17 13:00:00,1783.0,504.0,2097.0,7.0
2023-06-17 14:00:00,1782.0,520.0,1733.0,7.0
2023-06-17 15:00:00,1781.0,602.0,1347.0,5.0
2023-06-17 16:00:00,1779.0,1741.0,693.0,6.0
2023-06-17 17:00:00,1779.0,2638.0,369.0,5.0
2023-06-17 18:00:00,1778.0,2989.0,169.0,4.0
2023-06-17 19:00:00,1780.0,3015.0,15.0,2.0
2023-06-17 20:00:00,1785.0,2945.0,0.0,2.0
2023-06-17 21:00:00,1788.0,2593.0,0.0,1.0
2023-06-17 22:00:00,1790.0,2406.0,0.0,0.0
2023-06-17 23:00:00,1793.0,1696.0,0.0,0.0
