Unnamed: 0,UTC time,carbon_intensity,nuclear,hydro,solar,wind
37680,2023-04-20 00:00:00,14.09,3013.0,641.0,0.0,12.0
37681,2023-04-20 01:00:00,13.84,3013.0,549.0,0.0,13.0
37682,2023-04-20 02:00:00,14.19,3015.0,676.0,0.0,13.0
37683,2023-04-20 03:00:00,14.85,3013.0,942.0,0.0,11.0
37684,2023-04-20 04:00:00,16.01,3011.0,1519.0,0.0,10.0
37685,2023-04-20 05:00:00,17.04,3010.0,2191.0,0.0,11.0
37686,2023-04-20 06:00:00,17.22,3013.0,2236.0,23.0,10.0
37687,2023-04-20 07:00:00,17.48,3012.0,2250.0,69.0,9.0
37688,2023-04-20 08:00:00,17.66,3022.0,1992.0,165.0,6.0
37689,2023-04-20 09:00:00,19.25,3017.0,1745.0,529.0,6.0
37690,2023-04-20 10:00:00,19.3,3012.0,1457.0,592.0,6.0
37691,2023-04-20 11:00:00,20.23,3009.0,1558.0,764.0,4.0
37692,2023-04-20 12:00:00,19.16,3011.0,1534.0,548.0,5.0
37693,2023-04-20 13:00:00,19.81,3009.0,1620.0,665.0,3.0
37694,2023-04-20 14:00:00,19.1,3009.0,1612.0,521.0,3.0
37695,2023-04-20 15:00:00,19.85,3009.0,1647.0,668.0,2.0
37696,2023-04-20 16:00:00,17.11,3010.0,1900.0,83.0,5.0
37697,2023-04-20 17:00:00,17.75,3009.0,2481.0,67.0,6.0
37698,2023-04-20 18:00:00,17.68,3010.0,2657.0,12.0,5.0
37699,2023-04-20 19:00:00,17.34,3009.0,2418.0,0.0,3.0
37700,2023-04-20 20:00:00,16.49,3012.0,1803.0,0.0,2.0
37701,2023-04-20 21:00:00,15.03,3014.0,1017.0,0.0,2.0
37702,2023-04-20 22:00:00,15.54,3015.0,1265.0,0.0,6.0
37703,2023-04-20 23:00:00,15.07,3013.0,1040.0,0.0,7.0
