,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,other
0,2023-08-22 00:00:00,2023-08-23 19:34:33,3.0,377.11,11764.0,42406.0,4938.0,209.0,3951.0,18797.0,228.0
1,2023-08-22 01:00:00,2023-08-23 19:34:33,3.0,397.41,11595.0,44017.0,4939.0,228.0,999.0,17605.0,554.0
2,2023-08-22 02:00:00,2023-08-23 19:34:33,3.0,419.46,11765.0,45011.0,4940.0,198.0,16.0,14713.0,783.0
3,2023-08-22 03:00:00,2023-08-23 19:34:33,3.0,428.57,11963.0,44081.0,4941.0,23.0,0.0,12954.0,317.0
4,2023-08-22 04:00:00,2023-08-23 19:34:33,3.0,430.17,11783.0,41940.0,4942.0,0.0,0.0,12095.0,126.0
5,2023-08-22 05:00:00,2023-08-23 19:34:33,3.0,429.04,11593.0,38524.0,4943.0,0.0,0.0,11587.0,89.0
6,2023-08-22 06:00:00,2023-08-23 19:34:33,3.0,423.13,11075.0,35733.0,4943.0,0.0,0.0,11591.0,89.0
7,2023-08-22 07:00:00,2023-08-23 19:34:33,3.0,417.68,9523.0,35049.0,4944.0,4.0,0.0,10800.0,118.0
8,2023-08-22 08:00:00,2023-08-23 19:34:33,3.0,428.05,9225.0,34529.0,4944.0,4.0,0.0,8923.0,92.0
9,2023-08-22 09:00:00,2023-08-23 19:34:33,3.0,438.24,9329.0,34236.0,4945.0,4.0,0.0,7595.0,80.0
10,2023-08-22 10:00:00,2023-08-23 19:34:33,3.0,445.13,9547.0,34380.0,4946.0,4.0,0.0,6924.0,111.0
11,2023-08-22 11:00:00,2023-08-23 19:34:33,3.0,457.86,9980.0,35719.0,4947.0,4.0,0.0,5806.0,165.0
12,2023-08-22 12:00:00,2023-08-23 19:34:33,3.0,466.06,10195.0,37322.0,4947.0,4.0,1.0,5004.0,101.0
13,2023-08-22 13:00:00,2023-08-23 19:34:33,3.0,463.46,10397.0,36744.0,4949.0,3.0,577.0,4917.0,84.0
14,2023-08-22 14:00:00,2023-08-23 19:34:33,3.0,435.03,10048.0,35673.0,4949.0,3.0,4518.0,4712.0,98.0
15,2023-08-22 15:00:00,2023-08-23 19:34:33,3.0,417.18,9930.0,36098.0,4952.0,4.0,7623.0,4486.0,137.0
16,2023-08-22 16:00:00,2023-08-23 19:34:33,3.0,407.09,10378.0,37064.0,4956.0,4.0,9937.0,4669.0,166.0
17,2023-08-22 17:00:00,2023-08-23 19:34:33,3.0,406.21,10884.0,38945.0,4957.0,4.0,10135.0,5590.0,201.0
18,2023-08-22 18:00:00,2023-08-23 19:34:33,3.0,402.0,11234.0,40367.0,4958.0,4.0,10268.0,6885.0,149.0
19,2023-08-22 19:00:00,2023-08-23 19:34:33,3.0,399.64,11403.0,41544.0,4954.0,19.0,10232.0,7793.0,126.0
20,2023-08-22 20:00:00,2023-08-23 19:34:33,3.0,398.36,11324.0,42714.0,4952.0,20.0,9395.0,9057.0,198.0
21,2023-08-22 21:00:00,2023-08-23 19:34:33,3.0,394.33,11273.0,42847.0,4952.0,54.0,8624.0,10524.0,205.0
22,2023-08-22 22:00:00,2023-08-23 19:34:33,3.0,395.02,11362.0,43117.0,4950.0,143.0,7395.0,11596.0,219.0
23,2023-08-22 23:00:00,2023-08-23 19:34:33,3.0,398.9,11390.0,43340.0,4950.0,181.0,5451.0,12594.0,174.0
