datetime,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-09-03 00:00:00,2023-09-04 18:10:14,3.0,4.141915439279174,300.6370049106679,285.2570445448315,18.821756538013407,0.0155865236952141,10812.97948,46793.4609,7461.12644,2584.72412,6304.94003,965.82998,4.42616
2023-09-03 01:00:00,2023-09-04 18:10:14,3.0,4.141915439279174,300.6370049106679,285.2570445448315,18.821756538013407,0.0155865236952141,10615.9951,39964.54877,7716.57054,2585.04576,2025.08994,942.66,4.24133
2023-09-03 02:00:00,2023-09-04 18:10:14,3.0,4.141915439279174,300.6370049106679,285.2570445448315,18.821756538013407,0.0155865236952141,10321.18435,34297.48302,7972.56194,2587.22301,38.79,937.39002,4.19928
2023-09-03 03:00:00,2023-09-04 18:10:14,3.0,4.141915439279174,300.6370049106679,285.2570445448315,18.821756538013407,0.0155865236952141,10007.55512,27988.86579,8587.81917,2589.89427,0.0,957.17001,4.35708
2023-09-03 04:00:00,2023-09-04 18:10:14,3.0,3.979942987970549,298.6848116294316,286.53616946030286,18.821756538013407,0.0155865236952141,9437.90555,25408.20989,9082.80168,2592.06881,0.0,965.03998,4.41986
2023-09-03 05:00:00,2023-09-04 18:10:14,3.0,3.979942987970549,298.6848116294316,286.53616946030286,18.821756538013407,0.0155865236952141,8601.59789,26878.89878,9484.3952,2597.34527,0.0,977.24002,4.51719
2023-09-03 06:00:00,2023-09-04 18:10:14,3.0,3.979942987970549,298.6848116294316,286.53616946030286,18.821756538013407,0.0155865236952141,7997.53594,25265.78214,9699.04531,2599.13416,0.0,1028.79999,4.92851
2023-09-03 07:00:00,2023-09-04 18:10:14,3.0,3.349620055479735,297.2566305843874,287.3701736529008,9.410809782551144,0.0417917685053766,7493.26029,16948.43764,9738.66676,2595.89871,0.0,986.30002,4.58946
2023-09-03 08:00:00,2023-09-04 18:10:14,3.0,3.349620055479735,297.2566305843874,287.3701736529008,9.410809782551144,0.0417917685053766,6832.63238,2747.60518,9587.87012,2596.95062,0.0,1015.74998,4.8244
2023-09-03 09:00:00,2023-09-04 18:10:14,3.0,3.349620055479735,297.2566305843874,287.3701736529008,9.410809782551144,0.0417917685053766,6164.22085,0.0,9441.67057,2595.5933,0.0,1030.25999,4.94016
2023-09-03 10:00:00,2023-09-04 18:10:14,3.0,2.749929356886448,296.2864583259493,287.75530855339446,0.0,0.0779232818965242,5575.19678,0.0,9397.22452,2595.9712,0.0,1044.85998,5.05663
2023-09-03 11:00:00,2023-09-04 18:10:14,3.0,2.749929356886448,296.2864583259493,287.75530855339446,0.0,0.0779232818965242,5598.8595,0.0,9040.73969,2600.74085,0.0,1081.10999,5.34581
