datetime,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-08-20 00:00:00,2023-08-20 22:01:18,3.0,4.7750737303823225,303.05459981920194,287.61802590199045,31.45108812941904,0.0119485717197178,11727.35277,43750.77175,7458.74795,2584.72412,4642.7199,1239.79002,6.61168
2023-08-20 01:00:00,2023-08-20 22:01:18,3.0,4.7750737303823225,303.05459981920194,287.61802590199045,31.45108812941904,0.0119485717197178,11432.02914,36747.41582,7713.29872,2585.04576,2016.44,1228.2,6.51922
2023-08-20 02:00:00,2023-08-20 22:01:18,3.0,4.7750737303823225,303.05459981920194,287.61802590199045,31.45108812941904,0.0119485717197178,11038.09406,31488.20442,7968.48985,2587.22301,240.93,1226.21002,6.50335
2023-08-20 03:00:00,2023-08-20 22:01:18,3.0,4.7750737303823225,303.05459981920194,287.61802590199045,31.45108812941904,0.0119485717197178,10637.28394,25981.60785,8582.90865,2589.89427,36.79,1265.78,6.81902
2023-08-20 04:00:00,2023-08-20 22:01:18,3.0,4.123207482160867,300.98566460334206,288.75159429327834,31.45108812941904,0.0119485717197178,9989.072,23984.03479,9077.2317,2592.06881,34.92,1258.59002,6.76166
2023-08-20 05:00:00,2023-08-20 22:01:18,3.0,4.123207482160867,300.98566460334206,288.75159429327834,31.45108812941904,0.0119485717197178,9067.99697,25697.39832,9478.46249,2597.34527,32.58,1210.49999,6.37802
2023-08-20 06:00:00,2023-08-20 22:01:18,3.0,4.123207482160867,300.98566460334206,288.75159429327834,31.45108812941904,0.0119485717197178,8419.03573,24272.73648,9693.23033,2599.13416,27.93,1191.69998,6.22805
2023-08-20 07:00:00,2023-08-20 22:01:18,3.0,3.186034758422449,299.3717060589086,289.4904682915244,15.725567484884708,0.0299167893341316,7890.98825,16052.27828,9733.39429,2595.89871,32.73,998.75002,4.68878
2023-08-20 08:00:00,2023-08-20 22:01:18,3.0,3.186034758422449,299.3717060589086,289.4904682915244,15.725567484884708,0.0299167893341316,7171.88181,1908.20445,9583.47984,2596.95062,35.55,864.37002,3.61677
2023-08-20 09:00:00,2023-08-20 22:01:18,3.0,3.186034758422449,299.3717060589086,289.4904682915244,15.725567484884708,0.0299167893341316,6442.1941,0.0,9438.28579,2595.5933,30.51,827.52,3.32279
