datetime,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-08-15 00:00:00,2023-08-21 20:44:56,3.0,5.195402888264105,300.79159473456514,288.6348824181557,35.21154668270612,0.0441164413600879,11033.66412,45428.00237,6146.27162,2584.72412,8490.20993,665.30001,2.02868
2023-08-15 01:00:00,2023-08-21 20:44:56,3.0,5.195402888264105,300.79159473456514,288.6348824181557,35.21154668270612,0.0441164413600879,10847.75389,38766.10319,6383.03498,2585.04576,3869.55989,884.92,3.7807
2023-08-15 02:00:00,2023-08-21 20:44:56,3.0,5.195402888264105,300.79159473456514,288.6348824181557,35.21154668270612,0.0441164413600879,10600.78708,33764.35759,6740.67923,2587.22301,504.80001,1137.92999,5.79909
2023-08-15 03:00:00,2023-08-21 20:44:56,3.0,5.195402888264105,300.79159473456514,288.6348824181557,35.21154668270612,0.0441164413600879,10318.49299,28268.65594,7384.56831,2589.89427,0.0,1301.05998,7.10047
2023-08-15 04:00:00,2023-08-21 20:44:56,3.0,4.488448945678892,298.52016931758305,289.03239592771104,35.21154668270612,0.0441164413600879,9893.89561,26270.07072,7862.52826,2592.06881,0.0,1340.62004,7.41606
2023-08-15 05:00:00,2023-08-21 20:44:56,3.0,4.488448945678892,298.52016931758305,289.03239592771104,35.21154668270612,0.0441164413600879,9348.35814,28172.4463,8316.57915,2597.34527,0.0,1299.79002,7.09033
2023-08-15 06:00:00,2023-08-21 20:44:56,3.0,4.488448945678892,298.52016931758305,289.03239592771104,35.21154668270612,0.0441164413600879,9034.83836,26938.15895,8585.28715,2599.13416,0.0,1236.20003,6.58304
2023-08-15 07:00:00,2023-08-21 20:44:56,3.0,3.431828943889178,296.9619344506644,288.8850608386856,17.605671019234848,0.0773095599417512,8816.79106,18613.16071,8619.86046,2595.89871,0.0,882.82998,3.76403
2023-08-15 08:00:00,2023-08-21 20:44:56,3.0,3.431828943889178,296.9619344506644,288.8850608386856,17.605671019234848,0.0773095599417512,8340.54142,3882.31377,8384.17935,2596.95062,0.0,810.59998,3.18781
2023-08-15 09:00:00,2023-08-21 20:44:56,3.0,3.431828943889178,296.9619344506644,288.8850608386856,17.605671019234848,0.0773095599417512,7817.89175,0.0,8247.30128,2595.5933,0.0,701.68,2.3189
2023-08-15 10:00:00,2023-08-21 20:44:56,3.0,2.8098009599863847,295.8781185838757,288.62799965049817,0.0,0.1200646966616845,7397.14759,0.0,8271.46648,2595.9712,0.0,592.58,1.44856
2023-08-15 11:00:00,2023-08-21 20:44:56,3.0,2.8098009599863847,295.8781185838757,288.62799965049817,0.0,0.1200646966616845,7479.50494,0.0,7947.38488,2600.74085,0.0,514.95,0.82926
2023-08-15 12:00:00,2023-08-21 20:44:56,3.0,2.8098009599863847,295.8781185838757,288.62799965049817,0.0,0.1200646966616845,7682.86938,0.0,7491.94586,2604.81084,0.01,475.1,0.51136
2023-08-15 13:00:00,2023-08-21 20:44:56,3.0,3.6694209013286754,300.54393417871665,288.2470988877732,0.0805145165375705,0.160114071683355,8096.15442,6000.734,7216.63456,2608.73309,866.55001,459.43,0.38635
2023-08-15 14:00:00,2023-08-21 20:44:56,3.0,3.6694209013286754,300.54393417871665,288.2470988877732,0.0805145165375705,0.160114071683355,8565.23925,10494.79631,6937.54312,2611.55758,4860.91017,413.36,0.01883
2023-08-15 15:00:00,2023-08-21 20:44:56,3.0,3.6694209013286754,300.54393417871665,288.2470988877732,0.0805145165375705,0.160114071683355,9132.70823,8349.45665,6884.55755,2616.49988,9522.17015,329.61,0.0
2023-08-15 16:00:00,2023-08-21 20:44:56,3.0,4.140160686197097,305.0253730382617,287.56816951161704,243.68516371285324,0.1955898749848163,9588.63584,4330.75368,6890.34072,2622.4564,11764.73038,266.06999,0.0
2023-08-15 17:00:00,2023-08-21 20:44:56,3.0,4.140160686197097,305.0253730382617,287.56816951161704,243.68516371285324,0.1955898749848163,10009.65854,3358.56104,6848.14031,2625.61097,12553.22016,236.23,0.0
2023-08-15 18:00:00,2023-08-21 20:44:56,3.0,4.140160686197097,305.0253730382617,287.56816951161704,243.68516371285324,0.1955898749848163,10433.34804,4409.77652,6774.81542,2628.1072,12866.43035,236.19,0.0
2023-08-15 19:00:00,2023-08-21 20:44:56,3.0,4.567590443870936,307.29394185733724,286.7254840090791,514.1449017859397,0.3012527716963048,10839.8503,8951.53338,6677.87938,2631.09298,12869.18009,260.24,0.0
2023-08-15 20:00:00,2023-08-21 20:44:56,3.0,4.567590443870936,307.29394185733724,286.7254840090791,514.1449017859397,0.3012527716963048,10865.24774,22364.29705,6792.88881,2635.54411,12677.91013,299.43999,0.0
2023-08-15 21:00:00,2023-08-21 20:44:56,3.0,4.567590443870936,307.29394185733724,286.7254840090791,514.1449017859397,0.3012527716963048,10871.50467,35549.49566,7034.65974,2640.05122,12353.18016,355.84,0.0
2023-08-15 22:00:00,2023-08-21 20:44:56,3.0,5.016124980665106,305.8542996358533,286.8942615625406,886.6867751883558,0.3949089783763708,10836.12968,44629.68916,7667.15192,2645.82045,11785.95995,444.91,0.27052
2023-08-15 23:00:00,2023-08-21 20:44:56,3.0,5.016124980665106,305.8542996358533,286.8942615625406,886.6867751883558,0.3949089783763708,10784.34412,44558.7289,8437.64221,2652.29289,10743.62999,622.91999,1.69059
2023-08-16 00:00:00,2023-08-21 20:44:56,3.0,5.016124980665106,305.8542996358533,286.8942615625406,886.6867751883558,0.3949089783763708,10863.60318,54238.73883,10071.65619,2643.39359,126.08512,16395.53485,10.5266
2023-08-16 01:00:00,2023-08-21 20:44:56,3.0,4.306006819080704,300.85109446957426,287.48298440217184,667.5966043323315,0.4605979962191465,10598.17851,49672.26683,10303.27715,2643.66202,148.56378,14607.80952,14.67754
2023-08-16 02:00:00,2023-08-21 20:44:56,3.0,4.306006819080704,300.85109446957426,287.48298440217184,667.5966043323315,0.4605979962191465,10272.95734,42764.13795,10483.30781,2645.79446,134.66302,12817.25928,16.19791
2023-08-16 03:00:00,2023-08-21 20:44:56,3.0,4.306006819080704,300.85109446957426,287.48298440217184,667.5966043323315,0.4605979962191465,9928.33044,33370.17534,10947.47567,2648.33243,135.02128,11007.09547,20.2701
2023-08-16 04:00:00,2023-08-21 20:44:56,3.0,3.730787204342911,298.82340331240766,287.6629299142588,31.15937622897247,0.5615389290593424,9478.55943,27107.27355,11256.61888,2650.41177,129.85429,9074.57379,18.3159
2023-08-16 05:00:00,2023-08-21 20:44:56,3.0,3.730787204342911,298.82340331240766,287.6629299142588,31.15937622897247,0.5615389290593424,8928.28822,24339.84145,11540.96847,2655.77459,29.0661,7495.70489,17.80127
2023-08-16 06:00:00,2023-08-21 20:44:56,3.0,3.730787204342911,298.82340331240766,287.6629299142588,31.15937622897247,0.5615389290593424,8637.22967,19084.36252,11673.22557,2657.91157,25.97674,6357.84749,18.10857
2023-08-16 07:00:00,2023-08-21 20:44:56,3.0,3.0604556043104534,297.3818238668691,287.5716944566364,15.579599056234748,0.586350630256693,8453.55476,10056.52376,11662.88429,2654.84311,30.06472,5668.08405,16.38273
2023-08-16 08:00:00,2023-08-21 20:44:56,3.0,3.0604556043104534,297.3818238668691,287.5716944566364,15.579599056234748,0.586350630256693,8029.83368,0.0,11445.62817,2655.86964,44.11312,5506.96337,13.60592
